"","reg","deaths","date","year","weekno"
"5908","Scotland",1083,2012-12-15,2012,50
"5909","Scotland",1207,2012-12-22,2012,51
"5910","Scotland",1103,2012-12-29,2012,52
"5911","Scotland",1201,2013-01-05,2013,1
"5912","Scotland",1425,2013-01-12,2013,2
"5913","Scotland",1265,2013-01-19,2013,3
"5914","Scotland",1211,2013-01-26,2013,4
"5915","Scotland",1283,2013-02-02,2013,5
"5916","Scotland",1194,2013-02-09,2013,6
"5917","Scotland",1113,2013-02-16,2013,7
"5918","Scotland",1228,2013-02-23,2013,8
"5919","Scotland",1108,2013-03-02,2013,9
"5920","Scotland",1131,2013-03-09,2013,10
"5921","Scotland",1120,2013-03-16,2013,11
"5922","Scotland",1116,2013-03-23,2013,12
"5923","Scotland",1030,2013-03-30,2013,13
"5924","Scotland",1227,2013-04-06,2013,14
"5925","Scotland",1176,2013-04-13,2013,15
"5926","Scotland",1139,2013-04-20,2013,16
"5927","Scotland",1157,2013-04-27,2013,17
"5928","Scotland",1096,2013-05-04,2013,18
"5929","Scotland",1011,2013-05-11,2013,19
"5930","Scotland",1076,2013-05-18,2013,20
"5931","Scotland",993,2013-05-25,2013,21
"5932","Scotland",954,2013-06-01,2013,22
"5933","Scotland",982,2013-06-08,2013,23
"5934","Scotland",942,2013-06-15,2013,24
"5935","Scotland",1010,2013-06-22,2013,25
"5936","Scotland",972,2013-06-29,2013,26
"5937","Scotland",952,2013-07-06,2013,27
"5938","Scotland",944,2013-07-13,2013,28
"5939","Scotland",874,2013-07-20,2013,29
"5940","Scotland",936,2013-07-27,2013,30
"5941","Scotland",903,2013-08-03,2013,31
"5942","Scotland",899,2013-08-10,2013,32
"5943","Scotland",924,2013-08-17,2013,33
"5944","Scotland",878,2013-08-24,2013,34
"5945","Scotland",940,2013-08-31,2013,35
"5946","Scotland",951,2013-09-07,2013,36
"5947","Scotland",916,2013-09-14,2013,37
"5948","Scotland",971,2013-09-21,2013,38
"5949","Scotland",928,2013-09-28,2013,39
"5950","Scotland",1040,2013-10-05,2013,40
"5951","Scotland",918,2013-10-12,2013,41
"5952","Scotland",995,2013-10-19,2013,42
"5953","Scotland",1047,2013-10-26,2013,43
"5954","Scotland",1008,2013-11-02,2013,44
"5955","Scotland",1049,2013-11-09,2013,45
"5956","Scotland",1016,2013-11-16,2013,46
"5957","Scotland",1030,2013-11-23,2013,47
"5958","Scotland",1039,2013-11-30,2013,48
"5959","Scotland",1071,2013-12-07,2013,49
"5960","Scotland",1064,2013-12-14,2013,50
"5961","Scotland",1059,2013-12-21,2013,51
"5962","Scotland",901,2013-12-28,2013,52
"5963","Scotland",469,2014-01-09,2014,2
"5964","Scotland",1313,2014-01-12,2014,2
"5965","Scotland",1189,2014-01-19,2014,3
"5966","Scotland",1137,2014-01-26,2014,4
"5967","Scotland",1054,2014-02-02,2014,5
"5968","Scotland",1107,2014-02-09,2014,6
"5969","Scotland",1073,2014-02-15,2014,7
"5970","Scotland",1081,2014-02-22,2014,8
"5971","Scotland",1057,2014-03-02,2014,9
"5972","Scotland",1044,2014-03-09,2014,10
"5973","Scotland",1101,2014-03-16,2014,11
"5974","Scotland",997,2014-03-22,2014,12
"5975","Scotland",1037,2014-03-30,2014,13
"5976","Scotland",1018,2014-04-06,2014,14
"5977","Scotland",1071,2014-04-13,2014,15
"5978","Scotland",963,2014-04-20,2014,16
"5979","Scotland",978,2014-04-27,2014,17
"5980","Scotland",1073,2014-05-04,2014,18
"5981","Scotland",989,2014-05-11,2014,19
"5982","Scotland",997,2014-05-18,2014,20
"5983","Scotland",1009,2014-05-25,2014,21
"5984","Scotland",938,2014-06-01,2014,22
"5985","Scotland",965,2014-06-08,2014,23
"5986","Scotland",1006,2014-06-15,2014,24
"5987","Scotland",965,2014-06-22,2014,25
"5988","Scotland",924,2014-06-29,2014,26
"5989","Scotland",967,2014-07-06,2014,27
"5990","Scotland",972,2014-07-13,2014,28
"5991","Scotland",950,2014-07-20,2014,29
"5992","Scotland",957,2014-07-27,2014,30
"5993","Scotland",982,2014-08-03,2014,31
"5994","Scotland",1016,2014-08-10,2014,32
"5995","Scotland",1004,2014-08-17,2014,33
"5996","Scotland",980,2014-08-24,2014,34
"5997","Scotland",1013,2014-08-31,2014,35
"5998","Scotland",1026,2014-09-07,2014,36
"5999","Scotland",981,2014-09-14,2014,37
"6000","Scotland",933,2014-09-21,2014,38
"6001","Scotland",951,2014-09-28,2014,39
"6002","Scotland",994,2014-10-05,2014,40
"6003","Scotland",1068,2014-10-12,2014,41
"6004","Scotland",1012,2014-10-19,2014,42
"6005","Scotland",1111,2014-10-26,2014,43
"6006","Scotland",1021,2014-11-02,2014,44
"6007","Scotland",1086,2014-11-09,2014,45
"6008","Scotland",1129,2014-11-16,2014,46
"6009","Scotland",1032,2014-11-23,2014,47
"6010","Scotland",1008,2014-11-30,2014,48
"6011","Scotland",1076,2014-12-07,2014,49
"6012","Scotland",1169,2014-12-14,2014,50
"6013","Scotland",1266,2014-12-21,2014,51
"6014","Scotland",886,2014-12-28,2014,52
"6015","Scotland",1145,2015-01-09,2015,2
"6016","Scotland",1709,2015-01-11,2015,2
"6017","Scotland",1489,2015-01-18,2015,3
"6018","Scotland",1381,2015-01-25,2015,4
"6019","Scotland",1286,2015-02-01,2015,5
"6020","Scotland",1344,2015-02-08,2015,6
"6021","Scotland",1360,2015-02-15,2015,7
"6022","Scotland",1320,2015-02-22,2015,8
"6023","Scotland",1307,2015-03-01,2015,9
"6024","Scotland",1193,2015-03-07,2015,10
"6025","Scotland",1201,2015-03-15,2015,11
"6026","Scotland",1149,2015-03-22,2015,12
"6027","Scotland",1171,2015-03-29,2015,13
"6028","Scotland",1041,2015-04-05,2015,14
"6029","Scotland",1193,2015-04-12,2015,15
"6030","Scotland",1095,2015-04-19,2015,16
"6031","Scotland",1108,2015-04-26,2015,17
"6032","Scotland",1117,2015-05-03,2015,18
"6033","Scotland",1020,2015-05-10,2015,19
"6034","Scotland",1103,2015-05-17,2015,20
"6035","Scotland",1039,2015-05-24,2015,21
"6036","Scotland",1041,2015-05-31,2015,22
"6037","Scotland",1107,2015-06-07,2015,23
"6038","Scotland",1038,2015-06-14,2015,24
"6039","Scotland",1025,2015-06-21,2015,25
"6040","Scotland",1032,2015-06-28,2015,26
"6041","Scotland",1039,2015-07-05,2015,27
"6042","Scotland",1012,2015-07-12,2015,28
"6043","Scotland",1021,2015-07-19,2015,29
"6044","Scotland",956,2015-07-26,2015,30
"6045","Scotland",985,2015-08-02,2015,31
"6046","Scotland",1044,2015-08-09,2015,32
"6047","Scotland",967,2015-08-16,2015,33
"6048","Scotland",982,2015-08-23,2015,34
"6049","Scotland",955,2015-08-30,2015,35
"6050","Scotland",977,2015-09-06,2015,36
"6051","Scotland",990,2015-09-13,2015,37
"6052","Scotland",1001,2015-09-20,2015,38
"6053","Scotland",1010,2015-09-27,2015,39
"6054","Scotland",1008,2015-10-04,2015,40
"6055","Scotland",1028,2015-10-11,2015,41
"6056","Scotland",988,2015-10-18,2015,42
"6057","Scotland",981,2015-10-25,2015,43
"6058","Scotland",1117,2015-11-01,2015,44
"6059","Scotland",1028,2015-11-08,2015,45
"6060","Scotland",1103,2015-11-15,2015,46
"6061","Scotland",1054,2015-11-22,2015,47
"6062","Scotland",1115,2015-11-29,2015,48
"6063","Scotland",1089,2015-12-06,2015,49
"6064","Scotland",1101,2015-12-13,2015,50
"6065","Scotland",1146,2015-12-20,2015,51
"6066","Scotland",943,2015-12-27,2015,52
"6067","Scotland",1011,2019-01-03,2019,1
"6068","Scotland",1397,2016-01-10,2016,2
"6069","Scotland",1305,2016-01-17,2016,3
"6070","Scotland",1215,2016-01-24,2016,4
"6071","Scotland",1187,2016-01-31,2016,5
"6072","Scotland",1205,2016-02-07,2016,6
"6073","Scotland",1217,2016-02-14,2016,7
"6074","Scotland",1209,2016-02-21,2016,8
"6075","Scotland",1239,2016-02-28,2016,9
"6076","Scotland",1150,2016-03-06,2016,10
"6077","Scotland",1174,2016-03-13,2016,11
"6078","Scotland",1175,2016-03-20,2016,12
"6079","Scotland",1042,2016-03-27,2016,13
"6080","Scotland",1172,2016-04-03,2016,14
"6081","Scotland",1166,2016-04-10,2016,15
"6082","Scotland",1048,2016-04-17,2016,16
"6083","Scotland",1092,2016-04-24,2016,17
"6084","Scotland",1076,2016-05-01,2016,18
"6085","Scotland",1006,2016-05-08,2016,19
"6086","Scotland",1047,2016-05-15,2016,20
"6087","Scotland",1010,2016-05-22,2016,21
"6088","Scotland",994,2016-05-29,2016,22
"6089","Scotland",999,2016-06-05,2016,23
"6090","Scotland",1023,2016-06-12,2016,24
"6091","Scotland",988,2016-06-19,2016,25
"6092","Scotland",994,2016-06-26,2016,26
"6093","Scotland",1007,2016-07-03,2016,27
"6094","Scotland",988,2016-07-10,2016,28
"6095","Scotland",1022,2016-07-17,2016,29
"6096","Scotland",1041,2016-07-24,2016,30
"6097","Scotland",979,2016-07-31,2016,31
"6098","Scotland",987,2016-08-07,2016,32
"6099","Scotland",997,2016-08-14,2016,33
"6100","Scotland",982,2016-08-21,2016,34
"6101","Scotland",1017,2016-08-28,2016,35
"6102","Scotland",1039,2016-09-04,2016,36
"6103","Scotland",1007,2016-09-11,2016,37
"6104","Scotland",983,2016-09-18,2016,38
"6105","Scotland",966,2016-09-25,2016,39
"6106","Scotland",1009,2016-10-02,2016,40
"6107","Scotland",1072,2016-10-09,2016,41
"6108","Scotland",1009,2016-10-16,2016,42
"6109","Scotland",1070,2016-10-23,2016,43
"6110","Scotland",1052,2016-10-30,2016,44
"6111","Scotland",1032,2016-11-06,2016,45
"6112","Scotland",1043,2016-11-13,2016,46
"6113","Scotland",1174,2016-11-20,2016,47
"6114","Scotland",1132,2016-11-27,2016,48
"6115","Scotland",1159,2016-12-04,2016,49
"6116","Scotland",1188,2016-12-11,2016,50
"6117","Scotland",1219,2016-12-18,2016,51
"6118","Scotland",1284,2016-12-25,2016,52
"6119","Scotland",1133,2017-01-01,2017,1
"6120","Scotland",1200,2017-01-08,2017,2
"6121","Scotland",1379,2017-01-15,2017,3
"6122","Scotland",1224,2017-01-22,2017,4
"6123","Scotland",1197,2017-01-29,2017,5
"6124","Scotland",1332,2017-02-05,2017,6
"6125","Scotland",1200,2017-02-12,2017,7
"6126","Scotland",1231,2017-02-19,2017,8
"6127","Scotland",1185,2017-02-26,2017,9
"6128","Scotland",1219,2017-03-05,2017,10
"6129","Scotland",1146,2017-03-12,2017,11
"6130","Scotland",1141,2017-03-19,2017,12
"6131","Scotland",1152,2017-03-26,2017,13
"6132","Scotland",1112,2017-04-02,2017,14
"6133","Scotland",1060,2017-04-09,2017,15
"6134","Scotland",998,2017-04-16,2017,16
"6135","Scotland",1111,2017-04-23,2017,17
"6136","Scotland",1121,2017-04-30,2017,18
"6137","Scotland",1050,2017-05-07,2017,19
"6138","Scotland",1119,2017-05-14,2017,20
"6139","Scotland",1115,2017-05-21,2017,21
"6140","Scotland",1063,2017-05-28,2017,22
"6141","Scotland",1015,2017-06-04,2017,23
"6142","Scotland",1076,2017-06-11,2017,24
"6143","Scotland",1031,2017-06-18,2017,25
"6144","Scotland",1032,2017-06-25,2017,26
"6145","Scotland",994,2017-07-02,2017,27
"6146","Scotland",1040,2017-07-09,2017,28
"6147","Scotland",1014,2017-07-16,2017,29
"6148","Scotland",1025,2017-07-23,2017,30
"6149","Scotland",978,2017-07-30,2017,31
"6150","Scotland",1011,2017-08-06,2017,32
"6151","Scotland",1002,2017-08-13,2017,33
"6152","Scotland",1004,2017-08-20,2017,34
"6153","Scotland",1045,2017-08-27,2017,35
"6154","Scotland",980,2017-09-03,2017,36
"6155","Scotland",1006,2017-09-10,2017,37
"6156","Scotland",972,2017-09-17,2017,38
"6157","Scotland",1049,2017-09-24,2017,39
"6158","Scotland",1056,2017-10-01,2017,40
"6159","Scotland",1016,2017-10-08,2017,41
"6160","Scotland",1133,2017-10-15,2017,42
"6161","Scotland",1067,2017-10-22,2017,43
"6162","Scotland",1095,2017-10-29,2017,44
"6163","Scotland",1062,2017-11-05,2017,45
"6164","Scotland",1126,2017-11-12,2017,46
"6165","Scotland",1175,2017-11-19,2017,47
"6166","Scotland",1178,2017-11-26,2017,48
"6167","Scotland",1153,2017-12-03,2017,49
"6168","Scotland",1237,2017-12-10,2017,50
"6169","Scotland",1335,2017-12-17,2017,51
"6170","Scotland",1437,2017-12-24,2017,52
"6171","Scotland",1184,2017-12-31,2017,53
"6172","Scotland",1515,2018-01-07,2018,1
"6173","Scotland",1899,2018-01-14,2018,2
"6174","Scotland",1629,2018-01-21,2018,3
"6175","Scotland",1610,2018-01-28,2018,4
"6176","Scotland",1369,2018-02-04,2018,5
"6177","Scotland",1265,2018-02-11,2018,6
"6178","Scotland",1315,2018-02-18,2018,7
"6179","Scotland",1245,2018-02-25,2018,8
"6180","Scotland",1022,2018-03-04,2018,9
"6181","Scotland",1475,2018-03-11,2018,10
"6182","Scotland",1220,2018-03-18,2018,11
"6183","Scotland",1158,2018-03-25,2018,12
"6184","Scotland",1050,2018-04-01,2018,13
"6185","Scotland",1192,2018-04-08,2018,14
"6186","Scotland",1192,2018-04-15,2018,15
"6187","Scotland",1136,2018-04-22,2018,16
"6188","Scotland",1008,2018-04-29,2018,17
"6189","Scotland",1093,2018-05-06,2018,18
"6190","Scotland",967,2018-05-13,2018,19
"6191","Scotland",977,2018-05-20,2018,20
"6192","Scotland",1070,2018-05-27,2018,21
"6193","Scotland",998,2018-06-03,2018,22
"6194","Scotland",1033,2018-06-10,2018,23
"6195","Scotland",915,2018-06-17,2018,24
"6196","Scotland",993,2018-06-24,2018,25
"6197","Scotland",1046,2018-07-01,2018,26
"6198","Scotland",1041,2018-07-08,2018,27
"6199","Scotland",1002,2018-07-15,2018,28
"6200","Scotland",928,2018-07-22,2018,29
"6201","Scotland",933,2018-07-29,2018,30
"6202","Scotland",969,2018-08-05,2018,31
"6203","Scotland",953,2018-08-12,2018,32
"6204","Scotland",978,2018-08-19,2018,33
"6205","Scotland",941,2018-08-26,2018,34
"6206","Scotland",930,2018-09-02,2018,35
"6207","Scotland",970,2018-09-09,2018,36
"6208","Scotland",1020,2018-09-16,2018,37
"6209","Scotland",946,2018-09-23,2018,38
"6210","Scotland",1015,2018-09-30,2018,39
"6211","Scotland",1042,2018-10-07,2018,40
"6212","Scotland",1081,2018-10-14,2018,41
"6213","Scotland",1031,2018-10-21,2018,42
"6214","Scotland",1019,2018-10-28,2018,43
"6215","Scotland",1085,2018-11-04,2018,44
"6216","Scotland",1144,2018-11-11,2018,45
"6217","Scotland",1084,2018-11-18,2018,46
"6218","Scotland",1058,2018-11-25,2018,47
"6219","Scotland",1062,2018-12-02,2018,48
"6220","Scotland",1076,2018-12-09,2018,49
"6221","Scotland",1212,2018-12-16,2018,50
"6222","Scotland",1216,2018-12-23,2018,51
"6223","Scotland",1075,2018-12-30,2018,52
"6224","Scotland",1087,2019-01-06,2019,1
"6225","Scotland",1507,2019-01-13,2019,2
"6226","Scotland",1353,2019-01-20,2019,3
"6227","Scotland",1208,2019-01-27,2019,4
"6228","Scotland",1206,2019-02-03,2019,5
"6229","Scotland",1243,2019-02-10,2019,6
"6230","Scotland",1181,2019-02-17,2019,7
"6231","Scotland",1245,2019-02-24,2019,8
"6232","Scotland",1125,2019-03-03,2019,9
"6233","Scotland",1156,2019-03-10,2019,10
"6234","Scotland",1108,2019-03-17,2019,11
"6235","Scotland",1101,2019-03-24,2019,12
"6236","Scotland",1086,2019-03-31,2019,13
"6237","Scotland",1032,2019-04-07,2019,14
"6238","Scotland",1069,2019-04-14,2019,15
"6239","Scotland",902,2019-04-21,2019,16
"6240","Scotland",1121,2019-04-28,2019,17
"6241","Scotland",1131,2019-05-05,2019,18
"6242","Scotland",1018,2019-05-12,2019,19
"6243","Scotland",1115,2019-05-19,2019,20
"6244","Scotland",1061,2019-05-26,2019,21
"6245","Scotland",1029,2019-06-02,2019,22
"6246","Scotland",1042,2019-06-09,2019,23
"6247","Scotland",1028,2019-06-16,2019,24
"6248","Scotland",1053,2019-06-23,2019,25
"6249","Scotland",1051,2019-06-30,2019,26
"6250","Scotland",981,2019-07-07,2019,27
"6251","Scotland",1077,2019-07-14,2019,28
"6252","Scotland",964,2019-07-21,2019,29
"6253","Scotland",1041,2019-07-28,2019,30
"6254","Scotland",1020,2019-08-04,2019,31
"6255","Scotland",1018,2019-08-11,2019,32
"6256","Scotland",1028,2019-08-18,2019,33
"6257","Scotland",1011,2019-08-25,2019,34
"6258","Scotland",1013,2019-09-01,2019,35
"6259","Scotland",980,2019-09-08,2019,36
"6260","Scotland",1074,2019-09-15,2019,37
"6261","Scotland",1071,2019-09-22,2019,38
"6262","Scotland",1142,2019-09-29,2019,39
"6263","Scotland",1051,2019-10-06,2019,40
"6264","Scotland",1143,2019-10-13,2019,41
"6265","Scotland",1153,2019-10-20,2019,42
"6266","Scotland",1115,2019-10-27,2019,43
"6267","Scotland",1101,2019-11-03,2019,44
"6268","Scotland",1184,2019-11-10,2019,45
"6269","Scotland",1160,2019-11-17,2019,46
"6270","Scotland",1229,2019-11-24,2019,47
"6271","Scotland",1163,2019-12-01,2019,48
"6272","Scotland",1108,2019-12-08,2019,49
"6273","Scotland",1312,2019-12-15,2019,50
"6274","Scotland",1277,2019-12-22,2019,51
"6275","Scotland",1018,2019-12-29,2019,52
"6276","Scotland",1161,2020-01-05,2020,1
"6277","Scotland",1567,2020-01-12,2020,2
"6278","Scotland",1322,2020-01-19,2020,3
"6279","Scotland",1226,2020-01-26,2020,4
"6280","Scotland",1188,2020-02-02,2020,5
"6281","Scotland",1216,2020-02-09,2020,6
"6282","Scotland",1162,2020-02-16,2020,7
"6283","Scotland",1162,2020-02-23,2020,8
"6284","Scotland",1171,2020-03-01,2020,9
"6285","Scotland",1208,2020-03-08,2020,10
"6286","Scotland",1198,2020-03-15,2020,11
"6287","Scotland",1196,2020-03-22,2020,12
"6288","Scotland",1079,2020-03-29,2020,13
"6289","Scotland",1744,2020-04-05,2020,14
"6290","Scotland",1978,2020-04-12,2020,15
"6291","Scotland",1916,2020-04-19,2020,16
"6292","Scotland",1836,2020-04-26,2020,17
"6293","Scotland",1679,2020-05-03,2020,18
"6294","Scotland",1435,2020-05-10,2020,19
"6295","Scotland",1421,2020-05-17,2020,20
"6296","Scotland",1226,2020-05-24,2020,21
"6297","Scotland",1128,2020-05-31,2020,22
"6298","Scotland",1093,2020-06-07,2020,23
"6299","Scotland",1032,2020-06-14,2020,24
"6300","Northern Ireland",248,2010-01-01,2010,1
"6301","Northern Ireland",421,2010-01-08,2010,2
"6302","Northern Ireland",373,2010-01-15,2010,3
"6303","Northern Ireland",325,2010-01-22,2010,4
"6304","Northern Ireland",326,2010-01-29,2010,5
"6305","Northern Ireland",313,2010-02-05,2010,6
"6306","Northern Ireland",312,2010-02-12,2010,7
"6307","Northern Ireland",307,2010-02-19,2010,8
"6308","Northern Ireland",310,2010-02-26,2010,9
"6309","Northern Ireland",305,2010-03-05,2010,10
"6310","Northern Ireland",333,2010-03-12,2010,11
"6311","Northern Ireland",296,2010-03-19,2010,12
"6312","Northern Ireland",299,2010-03-26,2010,13
"6313","Northern Ireland",268,2010-04-02,2010,14
"6314","Northern Ireland",255,2010-04-09,2010,15
"6315","Northern Ireland",307,2010-04-16,2010,16
"6316","Northern Ireland",246,2010-04-23,2010,17
"6317","Northern Ireland",283,2010-04-30,2010,18
"6318","Northern Ireland",215,2010-05-07,2010,19
"6319","Northern Ireland",277,2010-05-14,2010,20
"6320","Northern Ireland",255,2010-05-21,2010,21
"6321","Northern Ireland",264,2010-05-28,2010,22
"6322","Northern Ireland",231,2010-06-04,2010,23
"6323","Northern Ireland",270,2010-06-11,2010,24
"6324","Northern Ireland",242,2010-06-18,2010,25
"6325","Northern Ireland",252,2010-06-25,2010,26
"6326","Northern Ireland",263,2010-07-02,2010,27
"6327","Northern Ireland",243,2010-07-09,2010,28
"6328","Northern Ireland",208,2010-07-16,2010,29
"6329","Northern Ireland",272,2010-07-23,2010,30
"6330","Northern Ireland",240,2010-07-30,2010,31
"6331","Northern Ireland",241,2010-08-06,2010,32
"6332","Northern Ireland",261,2010-08-13,2010,33
"6333","Northern Ireland",260,2010-08-20,2010,34
"6334","Northern Ireland",255,2010-08-27,2010,35
"6335","Northern Ireland",221,2010-09-03,2010,36
"6336","Northern Ireland",271,2010-09-10,2010,37
"6337","Northern Ireland",247,2010-09-17,2010,38
"6338","Northern Ireland",238,2010-09-24,2010,39
"6339","Northern Ireland",266,2010-10-01,2010,40
"6340","Northern Ireland",266,2010-10-08,2010,41
"6341","Northern Ireland",261,2010-10-15,2010,42
"6342","Northern Ireland",305,2010-10-22,2010,43
"6343","Northern Ireland",280,2010-10-29,2010,44
"6344","Northern Ireland",269,2010-11-05,2010,45
"6345","Northern Ireland",295,2010-11-12,2010,46
"6346","Northern Ireland",313,2010-11-19,2010,47
"6347","Northern Ireland",256,2010-11-26,2010,48
"6348","Northern Ireland",299,2010-12-03,2010,49
"6349","Northern Ireland",301,2010-12-10,2010,50
"6350","Northern Ireland",299,2010-12-17,2010,51
"6351","Northern Ireland",255,2010-12-24,2010,52
"6352","Northern Ireland",287,2010-12-31,2010,53
"6353","Northern Ireland",372,2011-01-07,2011,1
"6354","Northern Ireland",392,2011-01-14,2011,2
"6355","Northern Ireland",355,2011-01-21,2011,3
"6356","Northern Ireland",332,2011-01-28,2011,4
"6357","Northern Ireland",284,2011-02-04,2011,5
"6358","Northern Ireland",317,2011-02-11,2011,6
"6359","Northern Ireland",277,2011-02-18,2011,7
"6360","Northern Ireland",304,2011-02-25,2011,8
"6361","Northern Ireland",302,2011-03-04,2011,9
"6362","Northern Ireland",268,2011-03-11,2011,10
"6363","Northern Ireland",313,2011-03-18,2011,11
"6364","Northern Ireland",271,2011-03-25,2011,12
"6365","Northern Ireland",285,2011-04-01,2011,13
"6366","Northern Ireland",306,2011-04-08,2011,14
"6367","Northern Ireland",280,2011-04-15,2011,15
"6368","Northern Ireland",254,2011-04-22,2011,16
"6369","Northern Ireland",199,2011-04-29,2011,17
"6370","Northern Ireland",295,2011-05-06,2011,18
"6371","Northern Ireland",260,2011-05-13,2011,19
"6372","Northern Ireland",288,2011-05-20,2011,20
"6373","Northern Ireland",275,2011-05-27,2011,21
"6374","Northern Ireland",253,2011-06-03,2011,22
"6375","Northern Ireland",254,2011-06-10,2011,23
"6376","Northern Ireland",280,2011-06-17,2011,24
