"","reg","deaths","date","year","weekno"
"3184","East Midlands",917,2016-02-12,2016,7
"3185","West Midlands",1262,2016-02-12,2016,7
"3186","East",1155,2016-02-12,2016,7
"3187","London",1040,2016-02-12,2016,7
"3188","South East",1718,2016-02-12,2016,7
"3189","South West",1222,2016-02-12,2016,7
"3190","Wales",700,2016-02-12,2016,7
"3191","North East",588,2016-02-19,2016,8
"3192","North West",1443,2016-02-19,2016,8
"3193","Yorkshire and The Humber",1083,2016-02-19,2016,8
"3194","East Midlands",881,2016-02-19,2016,8
"3195","West Midlands",1088,2016-02-19,2016,8
"3196","East",1057,2016-02-19,2016,8
"3197","London",999,2016-02-19,2016,8
"3198","South East",1596,2016-02-19,2016,8
"3199","South West",1171,2016-02-19,2016,8
"3200","Wales",657,2016-02-19,2016,8
"3201","North East",582,2016-02-26,2016,9
"3202","North West",1497,2016-02-26,2016,9
"3203","Yorkshire and The Humber",1115,2016-02-26,2016,9
"3204","East Midlands",930,2016-02-26,2016,9
"3205","West Midlands",1087,2016-02-26,2016,9
"3206","East",1180,2016-02-26,2016,9
"3207","London",1021,2016-02-26,2016,9
"3208","South East",1707,2016-02-26,2016,9
"3209","South West",1215,2016-02-26,2016,9
"3210","Wales",696,2016-02-26,2016,9
"3211","North East",582,2016-03-04,2016,10
"3212","North West",1505,2016-03-04,2016,10
"3213","Yorkshire and The Humber",1107,2016-03-04,2016,10
"3214","East Midlands",913,2016-03-04,2016,10
"3215","West Midlands",1144,2016-03-04,2016,10
"3216","East",1240,2016-03-04,2016,10
"3217","London",1093,2016-03-04,2016,10
"3218","South East",1742,2016-03-04,2016,10
"3219","South West",1218,2016-03-04,2016,10
"3220","Wales",721,2016-03-04,2016,10
"3221","North East",569,2016-03-11,2016,11
"3222","North West",1525,2016-03-11,2016,11
"3223","Yorkshire and The Humber",1097,2016-03-11,2016,11
"3224","East Midlands",911,2016-03-11,2016,11
"3225","West Midlands",1104,2016-03-11,2016,11
"3226","East",1190,2016-03-11,2016,11
"3227","London",1008,2016-03-11,2016,11
"3228","South East",1694,2016-03-11,2016,11
"3229","South West",1148,2016-03-11,2016,11
"3230","Wales",734,2016-03-11,2016,11
"3231","North East",552,2016-03-18,2016,12
"3232","North West",1460,2016-03-18,2016,12
"3233","Yorkshire and The Humber",1102,2016-03-18,2016,12
"3234","East Midlands",917,2016-03-18,2016,12
"3235","West Midlands",1136,2016-03-18,2016,12
"3236","East",1143,2016-03-18,2016,12
"3237","London",1058,2016-03-18,2016,12
"3238","South East",1595,2016-03-18,2016,12
"3239","South West",1292,2016-03-18,2016,12
"3240","Wales",738,2016-03-18,2016,12
"3241","North East",474,2016-03-25,2016,13
"3242","North West",1331,2016-03-25,2016,13
"3243","Yorkshire and The Humber",937,2016-03-25,2016,13
"3244","East Midlands",809,2016-03-25,2016,13
"3245","West Midlands",891,2016-03-25,2016,13
"3246","East",923,2016-03-25,2016,13
"3247","London",900,2016-03-25,2016,13
"3248","South East",1542,2016-03-25,2016,13
"3249","South West",1122,2016-03-25,2016,13
"3250","Wales",668,2016-03-25,2016,13
"3251","North East",578,2016-04-01,2016,14
"3252","North West",1362,2016-04-01,2016,14
"3253","Yorkshire and The Humber",968,2016-04-01,2016,14
"3254","East Midlands",859,2016-04-01,2016,14
"3255","West Midlands",942,2016-04-01,2016,14
"3256","East",1079,2016-04-01,2016,14
"3257","London",1039,2016-04-01,2016,14
"3258","South East",1611,2016-04-01,2016,14
"3259","South West",1104,2016-04-01,2016,14
"3260","Wales",712,2016-04-01,2016,14
"3261","North East",606,2016-04-08,2016,15
"3262","North West",1514,2016-04-08,2016,15
"3263","Yorkshire and The Humber",1128,2016-04-08,2016,15
"3264","East Midlands",911,2016-04-08,2016,15
"3265","West Midlands",1232,2016-04-08,2016,15
"3266","East",1190,2016-04-08,2016,15
"3267","London",1111,2016-04-08,2016,15
"3268","South East",1828,2016-04-08,2016,15
"3269","South West",1319,2016-04-08,2016,15
"3270","Wales",742,2016-04-08,2016,15
"3271","North East",594,2016-04-15,2016,16
"3272","North West",1572,2016-04-15,2016,16
"3273","Yorkshire and The Humber",1105,2016-04-15,2016,16
"3274","East Midlands",900,2016-04-15,2016,16
"3275","West Midlands",1183,2016-04-15,2016,16
"3276","East",1217,2016-04-15,2016,16
"3277","London",1007,2016-04-15,2016,16
"3278","South East",1785,2016-04-15,2016,16
"3279","South West",1282,2016-04-15,2016,16
"3280","Wales",738,2016-04-15,2016,16
"3281","North East",539,2016-04-22,2016,17
"3282","North West",1470,2016-04-22,2016,17
"3283","Yorkshire and The Humber",1008,2016-04-22,2016,17
"3284","East Midlands",908,2016-04-22,2016,17
"3285","West Midlands",1134,2016-04-22,2016,17
"3286","East",1189,2016-04-22,2016,17
"3287","London",999,2016-04-22,2016,17
"3288","South East",1683,2016-04-22,2016,17
"3289","South West",1250,2016-04-22,2016,17
"3290","Wales",714,2016-04-22,2016,17
"3291","North East",571,2016-04-29,2016,18
"3292","North West",1371,2016-04-29,2016,18
"3293","Yorkshire and The Humber",1014,2016-04-29,2016,18
"3294","East Midlands",857,2016-04-29,2016,18
"3295","West Midlands",1065,2016-04-29,2016,18
"3296","East",1147,2016-04-29,2016,18
"3297","London",969,2016-04-29,2016,18
"3298","South East",1634,2016-04-29,2016,18
"3299","South West",1128,2016-04-29,2016,18
"3300","Wales",629,2016-04-29,2016,18
"3301","North East",495,2016-05-06,2016,19
"3302","North West",1280,2016-05-06,2016,19
"3303","Yorkshire and The Humber",941,2016-05-06,2016,19
"3304","East Midlands",703,2016-05-06,2016,19
"3305","West Midlands",929,2016-05-06,2016,19
"3306","East",954,2016-05-06,2016,19
"3307","London",876,2016-05-06,2016,19
"3308","South East",1365,2016-05-06,2016,19
"3309","South West",994,2016-05-06,2016,19
"3310","Wales",569,2016-05-06,2016,19
"3311","North East",547,2016-05-13,2016,20
"3312","North West",1420,2016-05-13,2016,20
"3313","Yorkshire and The Humber",1055,2016-05-13,2016,20
"3314","East Midlands",914,2016-05-13,2016,20
"3315","West Midlands",1069,2016-05-13,2016,20
"3316","East",1190,2016-05-13,2016,20
"3317","London",971,2016-05-13,2016,20
"3318","South East",1646,2016-05-13,2016,20
"3319","South West",1143,2016-05-13,2016,20
"3320","Wales",652,2016-05-13,2016,20
"3321","North East",533,2016-05-20,2016,21
"3322","North West",1327,2016-05-20,2016,21
"3323","Yorkshire and The Humber",927,2016-05-20,2016,21
"3324","East Midlands",862,2016-05-20,2016,21
"3325","West Midlands",1013,2016-05-20,2016,21
"3326","East",1147,2016-05-20,2016,21
"3327","London",884,2016-05-20,2016,21
"3328","South East",1534,2016-05-20,2016,21
"3329","South West",1092,2016-05-20,2016,21
"3330","Wales",611,2016-05-20,2016,21
"3331","North East",484,2016-05-27,2016,22
"3332","North West",1300,2016-05-27,2016,22
"3333","Yorkshire and The Humber",936,2016-05-27,2016,22
"3334","East Midlands",826,2016-05-27,2016,22
"3335","West Midlands",995,2016-05-27,2016,22
"3336","East",1103,2016-05-27,2016,22
"3337","London",884,2016-05-27,2016,22
"3338","South East",1489,2016-05-27,2016,22
"3339","South West",1082,2016-05-27,2016,22
"3340","Wales",624,2016-05-27,2016,22
"3341","North East",431,2016-06-03,2016,23
"3342","North West",1138,2016-06-03,2016,23
"3343","Yorkshire and The Humber",814,2016-06-03,2016,23
"3344","East Midlands",680,2016-06-03,2016,23
"3345","West Midlands",776,2016-06-03,2016,23
"3346","East",790,2016-06-03,2016,23
"3347","London",710,2016-06-03,2016,23
"3348","South East",1242,2016-06-03,2016,23
"3349","South West",817,2016-06-03,2016,23
"3350","Wales",500,2016-06-03,2016,23
"3351","North East",542,2016-06-10,2016,24
"3352","North West",1306,2016-06-10,2016,24
"3353","Yorkshire and The Humber",1038,2016-06-10,2016,24
"3354","East Midlands",839,2016-06-10,2016,24
"3355","West Midlands",1011,2016-06-10,2016,24
"3356","East",1119,2016-06-10,2016,24
"3357","London",939,2016-06-10,2016,24
"3358","South East",1468,2016-06-10,2016,24
"3359","South West",1004,2016-06-10,2016,24
"3360","Wales",584,2016-06-10,2016,24
"3361","North East",473,2016-06-17,2016,25
"3362","North West",1252,2016-06-17,2016,25
"3363","Yorkshire and The Humber",923,2016-06-17,2016,25
"3364","East Midlands",858,2016-06-17,2016,25
"3365","West Midlands",981,2016-06-17,2016,25
"3366","East",1037,2016-06-17,2016,25
"3367","London",858,2016-06-17,2016,25
"3368","South East",1410,2016-06-17,2016,25
"3369","South West",993,2016-06-17,2016,25
"3370","Wales",578,2016-06-17,2016,25
"3371","North East",528,2016-06-24,2016,26
"3372","North West",1272,2016-06-24,2016,26
"3373","Yorkshire and The Humber",925,2016-06-24,2016,26
"3374","East Midlands",804,2016-06-24,2016,26
"3375","West Midlands",1015,2016-06-24,2016,26
"3376","East",966,2016-06-24,2016,26
"3377","London",831,2016-06-24,2016,26
"3378","South East",1408,2016-06-24,2016,26
"3379","South West",1039,2016-06-24,2016,26
"3380","Wales",558,2016-06-24,2016,26
"3381","North East",488,2016-07-01,2016,27
"3382","North West",1157,2016-07-01,2016,27
"3383","Yorkshire and The Humber",936,2016-07-01,2016,27
"3384","East Midlands",801,2016-07-01,2016,27
"3385","West Midlands",954,2016-07-01,2016,27
"3386","East",971,2016-07-01,2016,27
"3387","London",880,2016-07-01,2016,27
"3388","South East",1497,2016-07-01,2016,27
"3389","South West",964,2016-07-01,2016,27
"3390","Wales",549,2016-07-01,2016,27
"3391","North East",507,2016-07-08,2016,28
"3392","North West",1269,2016-07-08,2016,28
"3393","Yorkshire and The Humber",910,2016-07-08,2016,28
"3394","East Midlands",770,2016-07-08,2016,28
"3395","West Midlands",956,2016-07-08,2016,28
"3396","East",950,2016-07-08,2016,28
"3397","London",796,2016-07-08,2016,28
"3398","South East",1407,2016-07-08,2016,28
"3399","South West",1031,2016-07-08,2016,28
"3400","Wales",524,2016-07-08,2016,28
"3401","North East",485,2016-07-15,2016,29
"3402","North West",1242,2016-07-15,2016,29
"3403","Yorkshire and The Humber",948,2016-07-15,2016,29
"3404","East Midlands",784,2016-07-15,2016,29
"3405","West Midlands",943,2016-07-15,2016,29
"3406","East",1054,2016-07-15,2016,29
"3407","London",798,2016-07-15,2016,29
"3408","South East",1463,2016-07-15,2016,29
"3409","South West",1052,2016-07-15,2016,29
"3410","Wales",599,2016-07-15,2016,29
"3411","North East",538,2016-07-22,2016,30
"3412","North West",1295,2016-07-22,2016,30
"3413","Yorkshire and The Humber",877,2016-07-22,2016,30
"3414","East Midlands",830,2016-07-22,2016,30
"3415","West Midlands",914,2016-07-22,2016,30
"3416","East",988,2016-07-22,2016,30
"3417","London",847,2016-07-22,2016,30
"3418","South East",1443,2016-07-22,2016,30
"3419","South West",1023,2016-07-22,2016,30
"3420","Wales",560,2016-07-22,2016,30
"3421","North East",476,2016-07-29,2016,31
"3422","North West",1223,2016-07-29,2016,31
"3423","Yorkshire and The Humber",910,2016-07-29,2016,31
"3424","East Midlands",762,2016-07-29,2016,31
"3425","West Midlands",923,2016-07-29,2016,31
"3426","East",1013,2016-07-29,2016,31
"3427","London",940,2016-07-29,2016,31
"3428","South East",1414,2016-07-29,2016,31
"3429","South West",1027,2016-07-29,2016,31
"3430","Wales",610,2016-07-29,2016,31
"3431","North East",467,2016-08-05,2016,32
"3432","North West",1316,2016-08-05,2016,32
"3433","Yorkshire and The Humber",879,2016-08-05,2016,32
"3434","East Midlands",739,2016-08-05,2016,32
"3435","West Midlands",983,2016-08-05,2016,32
"3436","East",1004,2016-08-05,2016,32
"3437","London",822,2016-08-05,2016,32
"3438","South East",1311,2016-08-05,2016,32
"3439","South West",1052,2016-08-05,2016,32
"3440","Wales",580,2016-08-05,2016,32
"3441","North East",492,2016-08-12,2016,33
"3442","North West",1244,2016-08-12,2016,33
"3443","Yorkshire and The Humber",886,2016-08-12,2016,33
"3444","East Midlands",780,2016-08-12,2016,33
"3445","West Midlands",941,2016-08-12,2016,33
"3446","East",1031,2016-08-12,2016,33
"3447","London",801,2016-08-12,2016,33
"3448","South East",1346,2016-08-12,2016,33
"3449","South West",974,2016-08-12,2016,33
"3450","Wales",641,2016-08-12,2016,33
"3451","North East",476,2016-08-19,2016,34
"3452","North West",1279,2016-08-19,2016,34
"3453","Yorkshire and The Humber",887,2016-08-19,2016,34
"3454","East Midlands",742,2016-08-19,2016,34
"3455","West Midlands",951,2016-08-19,2016,34
"3456","East",1005,2016-08-19,2016,34
"3457","London",831,2016-08-19,2016,34
"3458","South East",1317,2016-08-19,2016,34
"3459","South West",983,2016-08-19,2016,34
"3460","Wales",574,2016-08-19,2016,34
"3461","North East",499,2016-08-26,2016,35
"3462","North West",1250,2016-08-26,2016,35
"3463","Yorkshire and The Humber",860,2016-08-26,2016,35
"3464","East Midlands",793,2016-08-26,2016,35
"3465","West Midlands",1039,2016-08-26,2016,35
"3466","East",991,2016-08-26,2016,35
"3467","London",822,2016-08-26,2016,35
"3468","South East",1419,2016-08-26,2016,35
"3469","South West",1000,2016-08-26,2016,35
"3470","Wales",619,2016-08-26,2016,35
"3471","North East",398,2016-09-02,2016,36
"3472","North West",1114,2016-09-02,2016,36
"3473","Yorkshire and The Humber",800,2016-09-02,2016,36
"3474","East Midlands",626,2016-09-02,2016,36
"3475","West Midlands",764,2016-09-02,2016,36
"3476","East",877,2016-09-02,2016,36
"3477","London",795,2016-09-02,2016,36
"3478","South East",1251,2016-09-02,2016,36
"3479","South West",797,2016-09-02,2016,36
"3480","Wales",470,2016-09-02,2016,36
"3481","North East",478,2016-09-09,2016,37
"3482","North West",1312,2016-09-09,2016,37
"3483","Yorkshire and The Humber",942,2016-09-09,2016,37
"3484","East Midlands",844,2016-09-09,2016,37
"3485","West Midlands",974,2016-09-09,2016,37
"3486","East",981,2016-09-09,2016,37
"3487","London",873,2016-09-09,2016,37
"3488","South East",1384,2016-09-09,2016,37
"3489","South West",1033,2016-09-09,2016,37
"3490","Wales",552,2016-09-09,2016,37
"3491","North East",491,2016-09-16,2016,38
"3492","North West",1222,2016-09-16,2016,38
"3493","Yorkshire and The Humber",914,2016-09-16,2016,38
"3494","East Midlands",736,2016-09-16,2016,38
"3495","West Midlands",898,2016-09-16,2016,38
"3496","East",998,2016-09-16,2016,38
"3497","London",839,2016-09-16,2016,38
"3498","South East",1433,2016-09-16,2016,38
"3499","South West",988,2016-09-16,2016,38
"3500","Wales",576,2016-09-16,2016,38
"3501","North East",435,2016-09-23,2016,39
"3502","North West",1230,2016-09-23,2016,39
"3503","Yorkshire and The Humber",890,2016-09-23,2016,39
"3504","East Midlands",730,2016-09-23,2016,39
"3505","West Midlands",892,2016-09-23,2016,39
"3506","East",979,2016-09-23,2016,39
"3507","London",854,2016-09-23,2016,39
"3508","South East",1399,2016-09-23,2016,39
"3509","South West",941,2016-09-23,2016,39
"3510","Wales",563,2016-09-23,2016,39
"3511","North East",481,2016-09-30,2016,40
"3512","North West",1219,2016-09-30,2016,40
"3513","Yorkshire and The Humber",856,2016-09-30,2016,40
"3514","East Midlands",787,2016-09-30,2016,40
"3515","West Midlands",971,2016-09-30,2016,40
"3516","East",879,2016-09-30,2016,40
"3517","London",852,2016-09-30,2016,40
"3518","South East",1345,2016-09-30,2016,40
"3519","South West",987,2016-09-30,2016,40
"3520","Wales",592,2016-09-30,2016,40
"3521","North East",465,2016-10-07,2016,41
"3522","North West",1331,2016-10-07,2016,41
"3523","Yorkshire and The Humber",907,2016-10-07,2016,41
"3524","East Midlands",777,2016-10-07,2016,41
"3525","West Midlands",938,2016-10-07,2016,41
"3526","East",945,2016-10-07,2016,41
"3527","London",863,2016-10-07,2016,41
"3528","South East",1456,2016-10-07,2016,41
"3529","South West",1024,2016-10-07,2016,41
"3530","Wales",562,2016-10-07,2016,41
"3531","North East",520,2016-10-14,2016,42
"3532","North West",1328,2016-10-14,2016,42
"3533","Yorkshire and The Humber",940,2016-10-14,2016,42
"3534","East Midlands",791,2016-10-14,2016,42
"3535","West Midlands",966,2016-10-14,2016,42
"3536","East",1069,2016-10-14,2016,42
"3537","London",919,2016-10-14,2016,42
"3538","South East",1524,2016-10-14,2016,42
"3539","South West",1056,2016-10-14,2016,42
"3540","Wales",587,2016-10-14,2016,42
"3541","North East",511,2016-10-21,2016,43
"3542","North West",1322,2016-10-21,2016,43
"3543","Yorkshire and The Humber",919,2016-10-21,2016,43
"3544","East Midlands",831,2016-10-21,2016,43
"3545","West Midlands",977,2016-10-21,2016,43
"3546","East",1020,2016-10-21,2016,43
"3547","London",931,2016-10-21,2016,43
"3548","South East",1542,2016-10-21,2016,43
"3549","South West",1078,2016-10-21,2016,43
"3550","Wales",624,2016-10-21,2016,43
"3551","North East",530,2016-10-28,2016,44
"3552","North West",1401,2016-10-28,2016,44
"3553","Yorkshire and The Humber",914,2016-10-28,2016,44
"3554","East Midlands",850,2016-10-28,2016,44
"3555","West Midlands",966,2016-10-28,2016,44
"3556","East",1034,2016-10-28,2016,44
"3557","London",860,2016-10-28,2016,44
"3558","South East",1472,2016-10-28,2016,44
"3559","South West",1043,2016-10-28,2016,44
"3560","Wales",624,2016-10-28,2016,44
"3561","North East",535,2016-11-04,2016,45
"3562","North West",1351,2016-11-04,2016,45
"3563","Yorkshire and The Humber",1041,2016-11-04,2016,45
"3564","East Midlands",850,2016-11-04,2016,45
"3565","West Midlands",1013,2016-11-04,2016,45
"3566","East",1048,2016-11-04,2016,45
"3567","London",904,2016-11-04,2016,45
"3568","South East",1630,2016-11-04,2016,45
"3569","South West",1114,2016-11-04,2016,45
"3570","Wales",644,2016-11-04,2016,45
"3571","North East",546,2016-11-11,2016,46
"3572","North West",1390,2016-11-11,2016,46
"3573","Yorkshire and The Humber",1017,2016-11-11,2016,46
"3574","East Midlands",889,2016-11-11,2016,46
"3575","West Midlands",1045,2016-11-11,2016,46
"3576","East",1127,2016-11-11,2016,46
"3577","London",976,2016-11-11,2016,46
"3578","South East",1691,2016-11-11,2016,46
"3579","South West",1139,2016-11-11,2016,46
"3580","Wales",626,2016-11-11,2016,46
"3581","North East",547,2016-11-18,2016,47
"3582","North West",1513,2016-11-18,2016,47
"3583","Yorkshire and The Humber",1025,2016-11-18,2016,47
"3584","East Midlands",892,2016-11-18,2016,47
"3585","West Midlands",1117,2016-11-18,2016,47
"3586","East",1184,2016-11-18,2016,47
"3587","London",941,2016-11-18,2016,47
"3588","South East",1605,2016-11-18,2016,47
"3589","South West",1154,2016-11-18,2016,47
"3590","Wales",681,2016-11-18,2016,47
"3591","North East",536,2016-11-25,2016,48
"3592","North West",1432,2016-11-25,2016,48
"3593","Yorkshire and The Humber",1022,2016-11-25,2016,48
"3594","East Midlands",887,2016-11-25,2016,48
"3595","West Midlands",1090,2016-11-25,2016,48
"3596","East",1131,2016-11-25,2016,48
"3597","London",987,2016-11-25,2016,48
"3598","South East",1679,2016-11-25,2016,48
"3599","South West",1154,2016-11-25,2016,48
"3600","Wales",661,2016-11-25,2016,48
"3601","North East",550,2016-12-02,2016,49
"3602","North West",1491,2016-12-02,2016,49
"3603","Yorkshire and The Humber",973,2016-12-02,2016,49
"3604","East Midlands",888,2016-12-02,2016,49
"3605","West Midlands",1076,2016-12-02,2016,49
"3606","East",1176,2016-12-02,2016,49
"3607","London",936,2016-12-02,2016,49
"3608","South East",1578,2016-12-02,2016,49
"3609","South West",1112,2016-12-02,2016,49
"3610","Wales",643,2016-12-02,2016,49
"3611","North East",589,2016-12-09,2016,50
"3612","North West",1529,2016-12-09,2016,50
"3613","Yorkshire and The Humber",1193,2016-12-09,2016,50
"3614","East Midlands",932,2016-12-09,2016,50
"3615","West Midlands",1164,2016-12-09,2016,50
"3616","East",1212,2016-12-09,2016,50
"3617","London",1029,2016-12-09,2016,50
"3618","South East",1658,2016-12-09,2016,50
"3619","South West",1201,2016-12-09,2016,50
"3620","Wales",693,2016-12-09,2016,50
"3621","North East",561,2016-12-16,2016,51
"3622","North West",1444,2016-12-16,2016,51
"3623","Yorkshire and The Humber",1036,2016-12-16,2016,51
"3624","East Midlands",893,2016-12-16,2016,51
"3625","West Midlands",1098,2016-12-16,2016,51
"3626","East",1107,2016-12-16,2016,51
"3627","London",933,2016-12-16,2016,51
"3628","South East",1634,2016-12-16,2016,51
"3629","South West",1145,2016-12-16,2016,51
"3630","Wales",663,2016-12-16,2016,51
"3631","North East",679,2016-12-23,2016,52
"3632","North West",1594,2016-12-23,2016,52
"3633","Yorkshire and The Humber",1097,2016-12-23,2016,52
"3634","East Midlands",981,2016-12-23,2016,52
"3635","West Midlands",1149,2016-12-23,2016,52
"3636","East",1207,2016-12-23,2016,52
"3637","London",1052,2016-12-23,2016,52
"3638","South East",1784,2016-12-23,2016,52
"3639","South West",1223,2016-12-23,2016,52
"3640","Wales",691,2016-12-23,2016,52
"3641","North East",456,2016-12-30,2016,53
"3642","North West",1087,2016-12-30,2016,53
"3643","Yorkshire and The Humber",794,2016-12-30,2016,53
"3644","East Midlands",759,2016-12-30,2016,53
"3645","West Midlands",715,2016-12-30,2016,53
"3646","East",774,2016-12-30,2016,53
"3647","London",761,2016-12-30,2016,53
"3648","South East",1236,2016-12-30,2016,53
"3649","South West",846,2016-12-30,2016,53
"3650","Wales",558,2016-12-30,2016,53
"3651","North East",602,2017-01-06,2017,1
"3652","North West",1665,2017-01-06,2017,1
"3653","Yorkshire and The Humber",1208,2017-01-06,2017,1
"3654","East Midlands",1016,2017-01-06,2017,1
"3655","West Midlands",1243,2017-01-06,2017,1
"3656","East",1187,2017-01-06,2017,1
"3657","London",1173,2017-01-06,2017,1
"3658","South East",1899,2017-01-06,2017,1
"3659","South West",1228,2017-01-06,2017,1
"3660","Wales",744,2017-01-06,2017,1
"3661","North East",738,2017-01-13,2017,2
"3662","North West",1840,2017-01-13,2017,2
"3663","Yorkshire and The Humber",1351,2017-01-13,2017,2
"3664","East Midlands",1170,2017-01-13,2017,2
"3665","West Midlands",1439,2017-01-13,2017,2
"3666","East",1450,2017-01-13,2017,2
"3667","London",1296,2017-01-13,2017,2
"3668","South East",2161,2017-01-13,2017,2
"3669","South West",1419,2017-01-13,2017,2
"3670","Wales",825,2017-01-13,2017,2
"3671","North East",676,2017-01-20,2017,3
"3672","North West",1786,2017-01-20,2017,3
"3673","Yorkshire and The Humber",1383,2017-01-20,2017,3
"3674","East Midlands",1190,2017-01-20,2017,3
"3675","West Midlands",1414,2017-01-20,2017,3
"3676","East",1484,2017-01-20,2017,3
"3677","London",1276,2017-01-20,2017,3
"3678","South East",2195,2017-01-20,2017,3
"3679","South West",1346,2017-01-20,2017,3
"3680","Wales",835,2017-01-20,2017,3
"3681","North East",627,2017-01-27,2017,4
"3682","North West",1666,2017-01-27,2017,4
"3683","Yorkshire and The Humber",1242,2017-01-27,2017,4
"3684","East Midlands",1116,2017-01-27,2017,4
"3685","West Midlands",1362,2017-01-27,2017,4
"3686","East",1488,2017-01-27,2017,4
"3687","London",1198,2017-01-27,2017,4
"3688","South East",1999,2017-01-27,2017,4
"3689","South West",1278,2017-01-27,2017,4
"3690","Wales",881,2017-01-27,2017,4
"3691","North East",631,2017-02-03,2017,5
"3692","North West",1625,2017-02-03,2017,5
"3693","Yorkshire and The Humber",1243,2017-02-03,2017,5
"3694","East Midlands",1045,2017-02-03,2017,5
"3695","West Midlands",1293,2017-02-03,2017,5
"3696","East",1384,2017-02-03,2017,5
"3697","London",1210,2017-02-03,2017,5
"3698","South East",1920,2017-02-03,2017,5
"3699","South West",1359,2017-02-03,2017,5
"3700","Wales",749,2017-02-03,2017,5
"3701","North East",635,2017-02-10,2017,6
"3702","North West",1566,2017-02-10,2017,6
"3703","Yorkshire and The Humber",1224,2017-02-10,2017,6
"3704","East Midlands",1036,2017-02-10,2017,6
"3705","West Midlands",1234,2017-02-10,2017,6
"3706","East",1411,2017-02-10,2017,6
"3707","London",1161,2017-02-10,2017,6
"3708","South East",1916,2017-02-10,2017,6
"3709","South West",1339,2017-02-10,2017,6
"3710","Wales",723,2017-02-10,2017,6
"3711","North East",610,2017-02-17,2017,7
"3712","North West",1528,2017-02-17,2017,7
"3713","Yorkshire and The Humber",1186,2017-02-17,2017,7
"3714","East Midlands",964,2017-02-17,2017,7
"3715","West Midlands",1243,2017-02-17,2017,7
"3716","East",1253,2017-02-17,2017,7
"3717","London",1095,2017-02-17,2017,7
"3718","South East",1847,2017-02-17,2017,7
"3719","South West",1217,2017-02-17,2017,7
"3720","Wales",690,2017-02-17,2017,7
"3721","North East",636,2017-02-24,2017,8
"3722","North West",1519,2017-02-24,2017,8
"3723","Yorkshire and The Humber",1159,2017-02-24,2017,8
"3724","East Midlands",954,2017-02-24,2017,8
"3725","West Midlands",1216,2017-02-24,2017,8
"3726","East",1327,2017-02-24,2017,8
"3727","London",1114,2017-02-24,2017,8
"3728","South East",1834,2017-02-24,2017,8
"3729","South West",1312,2017-02-24,2017,8
"3730","Wales",701,2017-02-24,2017,8
"3731","North East",606,2017-03-03,2017,9
"3732","North West",1488,2017-03-03,2017,9
"3733","Yorkshire and The Humber",1123,2017-03-03,2017,9
"3734","East Midlands",963,2017-03-03,2017,9
"3735","West Midlands",1184,2017-03-03,2017,9
"3736","East",1328,2017-03-03,2017,9
"3737","London",930,2017-03-03,2017,9
"3738","South East",1673,2017-03-03,2017,9
"3739","South West",1221,2017-03-03,2017,9
"3740","Wales",715,2017-03-03,2017,9
"3741","North East",570,2017-03-10,2017,10
"3742","North West",1464,2017-03-10,2017,10
"3743","Yorkshire and The Humber",1110,2017-03-10,2017,10
"3744","East Midlands",1038,2017-03-10,2017,10
"3745","West Midlands",1163,2017-03-10,2017,10
"3746","East",1230,2017-03-10,2017,10
"3747","London",969,2017-03-10,2017,10
"3748","South East",1738,2017-03-10,2017,10
"3749","South West",1144,2017-03-10,2017,10
"3750","Wales",634,2017-03-10,2017,10
"3751","North East",581,2017-03-17,2017,11
"3752","North West",1450,2017-03-17,2017,11
"3753","Yorkshire and The Humber",1121,2017-03-17,2017,11
"3754","East Midlands",963,2017-03-17,2017,11
"3755","West Midlands",1140,2017-03-17,2017,11
"3756","East",1150,2017-03-17,2017,11
"3757","London",946,2017-03-17,2017,11
"3758","South East",1593,2017-03-17,2017,11
"3759","South West",1083,2017-03-17,2017,11
"3760","Wales",653,2017-03-17,2017,11
"3761","North East",535,2017-03-24,2017,12
"3762","North West",1364,2017-03-24,2017,12
"3763","Yorkshire and The Humber",1065,2017-03-24,2017,12
"3764","East Midlands",947,2017-03-24,2017,12
"3765","West Midlands",1034,2017-03-24,2017,12
"3766","East",1134,2017-03-24,2017,12
"3767","London",930,2017-03-24,2017,12
"3768","South East",1557,2017-03-24,2017,12
"3769","South West",1107,2017-03-24,2017,12
"3770","Wales",635,2017-03-24,2017,12
"3771","North East",509,2017-03-31,2017,13
"3772","North West",1313,2017-03-31,2017,13
"3773","Yorkshire and The Humber",1045,2017-03-31,2017,13
"3774","East Midlands",870,2017-03-31,2017,13
"3775","West Midlands",1024,2017-03-31,2017,13
"3776","East",1109,2017-03-31,2017,13
"3777","London",888,2017-03-31,2017,13
"3778","South East",1520,2017-03-31,2017,13
"3779","South West",1064,2017-03-31,2017,13
"3780","Wales",658,2017-03-31,2017,13
"3781","North East",523,2017-04-07,2017,14
"3782","North West",1373,2017-04-07,2017,14
"3783","Yorkshire and The Humber",929,2017-04-07,2017,14
"3784","East Midlands",835,2017-04-07,2017,14
"3785","West Midlands",1048,2017-04-07,2017,14
"3786","East",1056,2017-04-07,2017,14
"3787","London",905,2017-04-07,2017,14
"3788","South East",1522,2017-04-07,2017,14
"3789","South West",1075,2017-04-07,2017,14
"3790","Wales",642,2017-04-07,2017,14
"3791","North East",410,2017-04-14,2017,15
"3792","North West",1217,2017-04-14,2017,15
"3793","Yorkshire and The Humber",795,2017-04-14,2017,15
