"","week","deaths","age","year","weekno","reg"
"2332",2014-11-28,321,"15-44",2014,48,"England & Wales"
"2333",2014-11-28,1224,"45-64",2014,48,"England & Wales"
"2334",2014-11-28,1642,"65-74",2014,48,"England & Wales"
"2335",2014-11-28,2894,"75-84",2014,48,"England & Wales"
"2336",2014-11-28,3757,"85+",2014,48,"England & Wales"
"2337",2014-12-05,62,"Under 1 year",2014,49,"England & Wales"
"2338",2014-12-05,26,"01-14",2014,49,"England & Wales"
"2339",2014-12-05,339,"15-44",2014,49,"England & Wales"
"2340",2014-12-05,1194,"45-64",2014,49,"England & Wales"
"2341",2014-12-05,1674,"65-74",2014,49,"England & Wales"
"2342",2014-12-05,2935,"75-84",2014,49,"England & Wales"
"2343",2014-12-05,4037,"85+",2014,49,"England & Wales"
"2344",2014-12-12,40,"Under 1 year",2014,50,"England & Wales"
"2345",2014-12-12,24,"01-14",2014,50,"England & Wales"
"2346",2014-12-12,300,"15-44",2014,50,"England & Wales"
"2347",2014-12-12,1202,"45-64",2014,50,"England & Wales"
"2348",2014-12-12,1715,"65-74",2014,50,"England & Wales"
"2349",2014-12-12,3085,"75-84",2014,50,"England & Wales"
"2350",2014-12-12,4180,"85+",2014,50,"England & Wales"
"2351",2014-12-19,50,"Under 1 year",2014,51,"England & Wales"
"2352",2014-12-19,24,"01-14",2014,51,"England & Wales"
"2353",2014-12-19,285,"15-44",2014,51,"England & Wales"
"2354",2014-12-19,1258,"45-64",2014,51,"England & Wales"
"2355",2014-12-19,1835,"65-74",2014,51,"England & Wales"
"2356",2014-12-19,3279,"75-84",2014,51,"England & Wales"
"2357",2014-12-19,4950,"85+",2014,51,"England & Wales"
"2358",2014-12-26,37,"Under 1 year",2014,52,"England & Wales"
"2359",2014-12-26,16,"01-14",2014,52,"England & Wales"
"2360",2014-12-26,189,"15-44",2014,52,"England & Wales"
"2361",2014-12-26,782,"45-64",2014,52,"England & Wales"
"2362",2014-12-26,1238,"65-74",2014,52,"England & Wales"
"2363",2014-12-26,2247,"75-84",2014,52,"England & Wales"
"2364",2014-12-26,3327,"85+",2014,52,"England & Wales"
"2365",2015-01-02,56,"Under 1 year",2015,1,"England & Wales"
"2366",2015-01-02,16,"01-14",2015,1,"England & Wales"
"2367",2015-01-02,198,"15-44",2015,1,"England & Wales"
"2368",2015-01-02,1229,"45-64",2015,1,"England & Wales"
"2369",2015-01-02,1845,"65-74",2015,1,"England & Wales"
"2370",2015-01-02,3548,"75-84",2015,1,"England & Wales"
"2371",2015-01-02,5392,"85+",2015,1,"England & Wales"
"2372",2015-01-09,80,"Under 1 year",2015,2,"England & Wales"
"2373",2015-01-09,28,"01-14",2015,2,"England & Wales"
"2374",2015-01-09,298,"15-44",2015,2,"England & Wales"
"2375",2015-01-09,1552,"45-64",2015,2,"England & Wales"
"2376",2015-01-09,2387,"65-74",2015,2,"England & Wales"
"2377",2015-01-09,4505,"75-84",2015,2,"England & Wales"
"2378",2015-01-09,7387,"85+",2015,2,"England & Wales"
"2379",2015-01-16,46,"Under 1 year",2015,3,"England & Wales"
"2380",2015-01-16,28,"01-14",2015,3,"England & Wales"
"2381",2015-01-16,316,"15-44",2015,3,"England & Wales"
"2382",2015-01-16,1393,"45-64",2015,3,"England & Wales"
"2383",2015-01-16,2107,"65-74",2015,3,"England & Wales"
"2384",2015-01-16,4191,"75-84",2015,3,"England & Wales"
"2385",2015-01-16,6785,"85+",2015,3,"England & Wales"
"2386",2015-01-23,61,"Under 1 year",2015,4,"England & Wales"
"2387",2015-01-23,20,"01-14",2015,4,"England & Wales"
"2388",2015-01-23,318,"15-44",2015,4,"England & Wales"
"2389",2015-01-23,1387,"45-64",2015,4,"England & Wales"
"2390",2015-01-23,2019,"65-74",2015,4,"England & Wales"
"2391",2015-01-23,3964,"75-84",2015,4,"England & Wales"
"2392",2015-01-23,6165,"85+",2015,4,"England & Wales"
"2393",2015-01-30,66,"Under 1 year",2015,5,"England & Wales"
"2394",2015-01-30,20,"01-14",2015,5,"England & Wales"
"2395",2015-01-30,329,"15-44",2015,5,"England & Wales"
"2396",2015-01-30,1368,"45-64",2015,5,"England & Wales"
"2397",2015-01-30,1869,"65-74",2015,5,"England & Wales"
"2398",2015-01-30,3685,"75-84",2015,5,"England & Wales"
"2399",2015-01-30,5563,"85+",2015,5,"England & Wales"
"2400",2015-02-06,66,"Under 1 year",2015,6,"England & Wales"
"2401",2015-02-06,30,"01-14",2015,6,"England & Wales"
"2402",2015-02-06,286,"15-44",2015,6,"England & Wales"
"2403",2015-02-06,1280,"45-64",2015,6,"England & Wales"
"2404",2015-02-06,1774,"65-74",2015,6,"England & Wales"
"2405",2015-02-06,3425,"75-84",2015,6,"England & Wales"
"2406",2015-02-06,5178,"85+",2015,6,"England & Wales"
"2407",2015-02-13,66,"Under 1 year",2015,7,"England & Wales"
"2408",2015-02-13,18,"01-14",2015,7,"England & Wales"
"2409",2015-02-13,312,"15-44",2015,7,"England & Wales"
"2410",2015-02-13,1281,"45-64",2015,7,"England & Wales"
"2411",2015-02-13,1798,"65-74",2015,7,"England & Wales"
"2412",2015-02-13,3398,"75-84",2015,7,"England & Wales"
"2413",2015-02-13,4949,"85+",2015,7,"England & Wales"
"2414",2015-02-20,47,"Under 1 year",2015,8,"England & Wales"
"2415",2015-02-20,18,"01-14",2015,8,"England & Wales"
"2416",2015-02-20,303,"15-44",2015,8,"England & Wales"
"2417",2015-02-20,1225,"45-64",2015,8,"England & Wales"
"2418",2015-02-20,1714,"65-74",2015,8,"England & Wales"
"2419",2015-02-20,3309,"75-84",2015,8,"England & Wales"
"2420",2015-02-20,4817,"85+",2015,8,"England & Wales"
"2421",2015-02-27,48,"Under 1 year",2015,9,"England & Wales"
"2422",2015-02-27,25,"01-14",2015,9,"England & Wales"
"2423",2015-02-27,296,"15-44",2015,9,"England & Wales"
"2424",2015-02-27,1267,"45-64",2015,9,"England & Wales"
"2425",2015-02-27,1749,"65-74",2015,9,"England & Wales"
"2426",2015-02-27,3355,"75-84",2015,9,"England & Wales"
"2427",2015-02-27,4731,"85+",2015,9,"England & Wales"
"2428",2015-03-06,44,"Under 1 year",2015,10,"England & Wales"
"2429",2015-03-06,19,"01-14",2015,10,"England & Wales"
"2430",2015-03-06,291,"15-44",2015,10,"England & Wales"
"2431",2015-03-06,1225,"45-64",2015,10,"England & Wales"
"2432",2015-03-06,1850,"65-74",2015,10,"England & Wales"
"2433",2015-03-06,3279,"75-84",2015,10,"England & Wales"
"2434",2015-03-06,4759,"85+",2015,10,"England & Wales"
"2435",2015-03-13,38,"Under 1 year",2015,11,"England & Wales"
"2436",2015-03-13,17,"01-14",2015,11,"England & Wales"
"2437",2015-03-13,272,"15-44",2015,11,"England & Wales"
"2438",2015-03-13,1228,"45-64",2015,11,"England & Wales"
"2439",2015-03-13,1725,"65-74",2015,11,"England & Wales"
"2440",2015-03-13,3122,"75-84",2015,11,"England & Wales"
"2441",2015-03-13,4547,"85+",2015,11,"England & Wales"
"2442",2015-03-20,44,"Under 1 year",2015,12,"England & Wales"
"2443",2015-03-20,20,"01-14",2015,12,"England & Wales"
"2444",2015-03-20,302,"15-44",2015,12,"England & Wales"
"2445",2015-03-20,1254,"45-64",2015,12,"England & Wales"
"2446",2015-03-20,1621,"65-74",2015,12,"England & Wales"
"2447",2015-03-20,3029,"75-84",2015,12,"England & Wales"
"2448",2015-03-20,4298,"85+",2015,12,"England & Wales"
"2449",2015-03-27,45,"Under 1 year",2015,13,"England & Wales"
"2450",2015-03-27,21,"01-14",2015,13,"England & Wales"
"2451",2015-03-27,286,"15-44",2015,13,"England & Wales"
"2452",2015-03-27,1181,"45-64",2015,13,"England & Wales"
"2453",2015-03-27,1650,"65-74",2015,13,"England & Wales"
"2454",2015-03-27,3020,"75-84",2015,13,"England & Wales"
"2455",2015-03-27,4289,"85+",2015,13,"England & Wales"
"2456",2015-04-03,47,"Under 1 year",2015,14,"England & Wales"
"2457",2015-04-03,17,"01-14",2015,14,"England & Wales"
"2458",2015-04-03,214,"15-44",2015,14,"England & Wales"
"2459",2015-04-03,976,"45-64",2015,14,"England & Wales"
"2460",2015-04-03,1405,"65-74",2015,14,"England & Wales"
"2461",2015-04-03,2642,"75-84",2015,14,"England & Wales"
"2462",2015-04-03,3760,"85+",2015,14,"England & Wales"
"2463",2015-04-10,57,"Under 1 year",2015,15,"England & Wales"
"2464",2015-04-10,18,"01-14",2015,15,"England & Wales"
"2465",2015-04-10,271,"15-44",2015,15,"England & Wales"
"2466",2015-04-10,1133,"45-64",2015,15,"England & Wales"
"2467",2015-04-10,1601,"65-74",2015,15,"England & Wales"
"2468",2015-04-10,2913,"75-84",2015,15,"England & Wales"
"2469",2015-04-10,4096,"85+",2015,15,"England & Wales"
"2470",2015-04-17,47,"Under 1 year",2015,16,"England & Wales"
"2471",2015-04-17,22,"01-14",2015,16,"England & Wales"
"2472",2015-04-17,321,"15-44",2015,16,"England & Wales"
"2473",2015-04-17,1342,"45-64",2015,16,"England & Wales"
"2474",2015-04-17,1849,"65-74",2015,16,"England & Wales"
"2475",2015-04-17,3323,"75-84",2015,16,"England & Wales"
"2476",2015-04-17,4735,"85+",2015,16,"England & Wales"
"2477",2015-04-24,56,"Under 1 year",2015,17,"England & Wales"
"2478",2015-04-24,20,"01-14",2015,17,"England & Wales"
"2479",2015-04-24,298,"15-44",2015,17,"England & Wales"
"2480",2015-04-24,1274,"45-64",2015,17,"England & Wales"
"2481",2015-04-24,1682,"65-74",2015,17,"England & Wales"
"2482",2015-04-24,3061,"75-84",2015,17,"England & Wales"
"2483",2015-04-24,4206,"85+",2015,17,"England & Wales"
"2484",2015-05-01,55,"Under 1 year",2015,18,"England & Wales"
"2485",2015-05-01,21,"01-14",2015,18,"England & Wales"
"2486",2015-05-01,277,"15-44",2015,18,"England & Wales"
"2487",2015-05-01,1162,"45-64",2015,18,"England & Wales"
"2488",2015-05-01,1628,"65-74",2015,18,"England & Wales"
"2489",2015-05-01,2928,"75-84",2015,18,"England & Wales"
"2490",2015-05-01,4040,"85+",2015,18,"England & Wales"
"2491",2015-05-08,35,"Under 1 year",2015,19,"England & Wales"
"2492",2015-05-08,19,"01-14",2015,19,"England & Wales"
"2493",2015-05-08,224,"15-44",2015,19,"England & Wales"
"2494",2015-05-08,954,"45-64",2015,19,"England & Wales"
"2495",2015-05-08,1499,"65-74",2015,19,"England & Wales"
"2496",2015-05-08,2625,"75-84",2015,19,"England & Wales"
"2497",2015-05-08,3505,"85+",2015,19,"England & Wales"
"2498",2015-05-15,50,"Under 1 year",2015,20,"England & Wales"
"2499",2015-05-15,20,"01-14",2015,20,"England & Wales"
"2500",2015-05-15,309,"15-44",2015,20,"England & Wales"
"2501",2015-05-15,1227,"45-64",2015,20,"England & Wales"
"2502",2015-05-15,1703,"65-74",2015,20,"England & Wales"
"2503",2015-05-15,2998,"75-84",2015,20,"England & Wales"
"2504",2015-05-15,3983,"85+",2015,20,"England & Wales"
"2505",2015-05-22,57,"Under 1 year",2015,21,"England & Wales"
"2506",2015-05-22,14,"01-14",2015,21,"England & Wales"
"2507",2015-05-22,304,"15-44",2015,21,"England & Wales"
"2508",2015-05-22,1176,"45-64",2015,21,"England & Wales"
"2509",2015-05-22,1680,"65-74",2015,21,"England & Wales"
"2510",2015-05-22,2926,"75-84",2015,21,"England & Wales"
"2511",2015-05-22,3839,"85+",2015,21,"England & Wales"
"2512",2015-05-29,53,"Under 1 year",2015,22,"England & Wales"
"2513",2015-05-29,22,"01-14",2015,22,"England & Wales"
"2514",2015-05-29,213,"15-44",2015,22,"England & Wales"
"2515",2015-05-29,1014,"45-64",2015,22,"England & Wales"
"2516",2015-05-29,1365,"65-74",2015,22,"England & Wales"
"2517",2015-05-29,2464,"75-84",2015,22,"England & Wales"
"2518",2015-05-29,3082,"85+",2015,22,"England & Wales"
"2519",2015-06-05,48,"Under 1 year",2015,23,"England & Wales"
"2520",2015-06-05,23,"01-14",2015,23,"England & Wales"
"2521",2015-06-05,295,"15-44",2015,23,"England & Wales"
"2522",2015-06-05,1224,"45-64",2015,23,"England & Wales"
"2523",2015-06-05,1692,"65-74",2015,23,"England & Wales"
"2524",2015-06-05,2895,"75-84",2015,23,"England & Wales"
"2525",2015-06-05,3968,"85+",2015,23,"England & Wales"
"2526",2015-06-12,52,"Under 1 year",2015,24,"England & Wales"
"2527",2015-06-12,10,"01-14",2015,24,"England & Wales"
"2528",2015-06-12,270,"15-44",2015,24,"England & Wales"
"2529",2015-06-12,1188,"45-64",2015,24,"England & Wales"
"2530",2015-06-12,1586,"65-74",2015,24,"England & Wales"
"2531",2015-06-12,2781,"75-84",2015,24,"England & Wales"
"2532",2015-06-12,3660,"85+",2015,24,"England & Wales"
"2533",2015-06-19,54,"Under 1 year",2015,25,"England & Wales"
"2534",2015-06-19,22,"01-14",2015,25,"England & Wales"
"2535",2015-06-19,279,"15-44",2015,25,"England & Wales"
"2536",2015-06-19,1163,"45-64",2015,25,"England & Wales"
"2537",2015-06-19,1536,"65-74",2015,25,"England & Wales"
"2538",2015-06-19,2652,"75-84",2015,25,"England & Wales"
"2539",2015-06-19,3602,"85+",2015,25,"England & Wales"
"2540",2015-06-26,51,"Under 1 year",2015,26,"England & Wales"
"2541",2015-06-26,19,"01-14",2015,26,"England & Wales"
"2542",2015-06-26,298,"15-44",2015,26,"England & Wales"
"2543",2015-06-26,1135,"45-64",2015,26,"England & Wales"
"2544",2015-06-26,1573,"65-74",2015,26,"England & Wales"
"2545",2015-06-26,2682,"75-84",2015,26,"England & Wales"
"2546",2015-06-26,3425,"85+",2015,26,"England & Wales"
"2547",2015-07-03,49,"Under 1 year",2015,27,"England & Wales"
"2548",2015-07-03,19,"01-14",2015,27,"England & Wales"
"2549",2015-07-03,288,"15-44",2015,27,"England & Wales"
"2550",2015-07-03,1065,"45-64",2015,27,"England & Wales"
"2551",2015-07-03,1615,"65-74",2015,27,"England & Wales"
"2552",2015-07-03,2560,"75-84",2015,27,"England & Wales"
"2553",2015-07-03,3603,"85+",2015,27,"England & Wales"
"2554",2015-07-10,65,"Under 1 year",2015,28,"England & Wales"
"2555",2015-07-10,18,"01-14",2015,28,"England & Wales"
"2556",2015-07-10,272,"15-44",2015,28,"England & Wales"
"2557",2015-07-10,1151,"45-64",2015,28,"England & Wales"
"2558",2015-07-10,1548,"65-74",2015,28,"England & Wales"
"2559",2015-07-10,2568,"75-84",2015,28,"England & Wales"
"2560",2015-07-10,3393,"85+",2015,28,"England & Wales"
"2561",2015-07-17,58,"Under 1 year",2015,29,"England & Wales"
"2562",2015-07-17,14,"01-14",2015,29,"England & Wales"
"2563",2015-07-17,268,"15-44",2015,29,"England & Wales"
"2564",2015-07-17,1128,"45-64",2015,29,"England & Wales"
"2565",2015-07-17,1438,"65-74",2015,29,"England & Wales"
"2566",2015-07-17,2486,"75-84",2015,29,"England & Wales"
"2567",2015-07-17,3405,"85+",2015,29,"England & Wales"
"2568",2015-07-24,57,"Under 1 year",2015,30,"England & Wales"
"2569",2015-07-24,14,"01-14",2015,30,"England & Wales"
"2570",2015-07-24,288,"15-44",2015,30,"England & Wales"
"2571",2015-07-24,1096,"45-64",2015,30,"England & Wales"
"2572",2015-07-24,1583,"65-74",2015,30,"England & Wales"
"2573",2015-07-24,2520,"75-84",2015,30,"England & Wales"
"2574",2015-07-24,3233,"85+",2015,30,"England & Wales"
"2575",2015-07-31,51,"Under 1 year",2015,31,"England & Wales"
"2576",2015-07-31,20,"01-14",2015,31,"England & Wales"
"2577",2015-07-31,299,"15-44",2015,31,"England & Wales"
"2578",2015-07-31,1084,"45-64",2015,31,"England & Wales"
"2579",2015-07-31,1446,"65-74",2015,31,"England & Wales"
"2580",2015-07-31,2493,"75-84",2015,31,"England & Wales"
"2581",2015-07-31,3223,"85+",2015,31,"England & Wales"
"2582",2015-08-07,54,"Under 1 year",2015,32,"England & Wales"
"2583",2015-08-07,21,"01-14",2015,32,"England & Wales"
"2584",2015-08-07,264,"15-44",2015,32,"England & Wales"
"2585",2015-08-07,1095,"45-64",2015,32,"England & Wales"
"2586",2015-08-07,1471,"65-74",2015,32,"England & Wales"
"2587",2015-08-07,2576,"75-84",2015,32,"England & Wales"
"2588",2015-08-07,3379,"85+",2015,32,"England & Wales"
"2589",2015-08-14,51,"Under 1 year",2015,33,"England & Wales"
"2590",2015-08-14,15,"01-14",2015,33,"England & Wales"
"2591",2015-08-14,286,"15-44",2015,33,"England & Wales"
"2592",2015-08-14,1169,"45-64",2015,33,"England & Wales"
"2593",2015-08-14,1523,"65-74",2015,33,"England & Wales"
"2594",2015-08-14,2577,"75-84",2015,33,"England & Wales"
"2595",2015-08-14,3525,"85+",2015,33,"England & Wales"
"2596",2015-08-21,66,"Under 1 year",2015,34,"England & Wales"
"2597",2015-08-21,21,"01-14",2015,34,"England & Wales"
"2598",2015-08-21,298,"15-44",2015,34,"England & Wales"
"2599",2015-08-21,1159,"45-64",2015,34,"England & Wales"
"2600",2015-08-21,1543,"65-74",2015,34,"England & Wales"
"2601",2015-08-21,2655,"75-84",2015,34,"England & Wales"
"2602",2015-08-21,3379,"85+",2015,34,"England & Wales"
"2603",2015-08-28,54,"Under 1 year",2015,35,"England & Wales"
"2604",2015-08-28,11,"01-14",2015,35,"England & Wales"
"2605",2015-08-28,314,"15-44",2015,35,"England & Wales"
"2606",2015-08-28,1100,"45-64",2015,35,"England & Wales"
"2607",2015-08-28,1530,"65-74",2015,35,"England & Wales"
"2608",2015-08-28,2621,"75-84",2015,35,"England & Wales"
"2609",2015-08-28,3393,"85+",2015,35,"England & Wales"
"2610",2015-09-04,48,"Under 1 year",2015,36,"England & Wales"
"2611",2015-09-04,12,"01-14",2015,36,"England & Wales"
"2612",2015-09-04,224,"15-44",2015,36,"England & Wales"
"2613",2015-09-04,981,"45-64",2015,36,"England & Wales"
"2614",2015-09-04,1318,"65-74",2015,36,"England & Wales"
"2615",2015-09-04,2310,"75-84",2015,36,"England & Wales"
"2616",2015-09-04,2985,"85+",2015,36,"England & Wales"
"2617",2015-09-11,54,"Under 1 year",2015,37,"England & Wales"
"2618",2015-09-11,14,"01-14",2015,37,"England & Wales"
"2619",2015-09-11,278,"15-44",2015,37,"England & Wales"
"2620",2015-09-11,1177,"45-64",2015,37,"England & Wales"
"2621",2015-09-11,1537,"65-74",2015,37,"England & Wales"
"2622",2015-09-11,2571,"75-84",2015,37,"England & Wales"
"2623",2015-09-11,3623,"85+",2015,37,"England & Wales"
"2624",2015-09-18,40,"Under 1 year",2015,38,"England & Wales"
"2625",2015-09-18,18,"01-14",2015,38,"England & Wales"
"2626",2015-09-18,287,"15-44",2015,38,"England & Wales"
"2627",2015-09-18,1098,"45-64",2015,38,"England & Wales"
"2628",2015-09-18,1549,"65-74",2015,38,"England & Wales"
"2629",2015-09-18,2627,"75-84",2015,38,"England & Wales"
"2630",2015-09-18,3478,"85+",2015,38,"England & Wales"
"2631",2015-09-25,56,"Under 1 year",2015,39,"England & Wales"
"2632",2015-09-25,15,"01-14",2015,39,"England & Wales"
"2633",2015-09-25,295,"15-44",2015,39,"England & Wales"
"2634",2015-09-25,1156,"45-64",2015,39,"England & Wales"
"2635",2015-09-25,1531,"65-74",2015,39,"England & Wales"
"2636",2015-09-25,2791,"75-84",2015,39,"England & Wales"
"2637",2015-09-25,3682,"85+",2015,39,"England & Wales"
"2638",2015-10-02,65,"Under 1 year",2015,40,"England & Wales"
"2639",2015-10-02,18,"01-14",2015,40,"England & Wales"
"2640",2015-10-02,299,"15-44",2015,40,"England & Wales"
"2641",2015-10-02,1133,"45-64",2015,40,"England & Wales"
"2642",2015-10-02,1569,"65-74",2015,40,"England & Wales"
"2643",2015-10-02,2636,"75-84",2015,40,"England & Wales"
"2644",2015-10-02,3690,"85+",2015,40,"England & Wales"
"2645",2015-10-09,43,"Under 1 year",2015,41,"England & Wales"
"2646",2015-10-09,13,"01-14",2015,41,"England & Wales"
"2647",2015-10-09,297,"15-44",2015,41,"England & Wales"
"2648",2015-10-09,1196,"45-64",2015,41,"England & Wales"
"2649",2015-10-09,1599,"65-74",2015,41,"England & Wales"
"2650",2015-10-09,2820,"75-84",2015,41,"England & Wales"
"2651",2015-10-09,3807,"85+",2015,41,"England & Wales"
"2652",2015-10-16,59,"Under 1 year",2015,42,"England & Wales"
"2653",2015-10-16,26,"01-14",2015,42,"England & Wales"
"2654",2015-10-16,256,"15-44",2015,42,"England & Wales"
"2655",2015-10-16,1133,"45-64",2015,42,"England & Wales"
"2656",2015-10-16,1585,"65-74",2015,42,"England & Wales"
"2657",2015-10-16,2781,"75-84",2015,42,"England & Wales"
"2658",2015-10-16,3668,"85+",2015,42,"England & Wales"
"2659",2015-10-23,60,"Under 1 year",2015,43,"England & Wales"
"2660",2015-10-23,22,"01-14",2015,43,"England & Wales"
"2661",2015-10-23,292,"15-44",2015,43,"England & Wales"
"2662",2015-10-23,1158,"45-64",2015,43,"England & Wales"
"2663",2015-10-23,1603,"65-74",2015,43,"England & Wales"
"2664",2015-10-23,2786,"75-84",2015,43,"England & Wales"
"2665",2015-10-23,3789,"85+",2015,43,"England & Wales"
"2666",2015-10-30,50,"Under 1 year",2015,44,"England & Wales"
"2667",2015-10-30,14,"01-14",2015,44,"England & Wales"
"2668",2015-10-30,277,"15-44",2015,44,"England & Wales"
"2669",2015-10-30,1137,"45-64",2015,44,"England & Wales"
"2670",2015-10-30,1565,"65-74",2015,44,"England & Wales"
"2671",2015-10-30,2671,"75-84",2015,44,"England & Wales"
"2672",2015-10-30,3879,"85+",2015,44,"England & Wales"
"2673",2015-11-06,48,"Under 1 year",2015,45,"England & Wales"
"2674",2015-11-06,24,"01-14",2015,45,"England & Wales"
"2675",2015-11-06,304,"15-44",2015,45,"England & Wales"
"2676",2015-11-06,1275,"45-64",2015,45,"England & Wales"
"2677",2015-11-06,1654,"65-74",2015,45,"England & Wales"
"2678",2015-11-06,2853,"75-84",2015,45,"England & Wales"
"2679",2015-11-06,3826,"85+",2015,45,"England & Wales"
"2680",2015-11-13,53,"Under 1 year",2015,46,"England & Wales"
"2681",2015-11-13,26,"01-14",2015,46,"England & Wales"
"2682",2015-11-13,261,"15-44",2015,46,"England & Wales"
"2683",2015-11-13,1258,"45-64",2015,46,"England & Wales"
"2684",2015-11-13,1607,"65-74",2015,46,"England & Wales"
"2685",2015-11-13,2804,"75-84",2015,46,"England & Wales"
"2686",2015-11-13,3926,"85+",2015,46,"England & Wales"
"2687",2015-11-20,56,"Under 1 year",2015,47,"England & Wales"
"2688",2015-11-20,21,"01-14",2015,47,"England & Wales"
"2689",2015-11-20,295,"15-44",2015,47,"England & Wales"
"2690",2015-11-20,1172,"45-64",2015,47,"England & Wales"
"2691",2015-11-20,1648,"65-74",2015,47,"England & Wales"
"2692",2015-11-20,2835,"75-84",2015,47,"England & Wales"
"2693",2015-11-20,3802,"85+",2015,47,"England & Wales"
"2694",2015-11-27,33,"Under 1 year",2015,48,"England & Wales"
"2695",2015-11-27,21,"01-14",2015,48,"England & Wales"
"2696",2015-11-27,317,"15-44",2015,48,"England & Wales"
"2697",2015-11-27,1219,"45-64",2015,48,"England & Wales"
"2698",2015-11-27,1621,"65-74",2015,48,"England & Wales"
"2699",2015-11-27,2759,"75-84",2015,48,"England & Wales"
"2700",2015-11-27,3850,"85+",2015,48,"England & Wales"
"2701",2015-12-04,59,"Under 1 year",2015,49,"England & Wales"
"2702",2015-12-04,25,"01-14",2015,49,"England & Wales"
"2703",2015-12-04,295,"15-44",2015,49,"England & Wales"
"2704",2015-12-04,1216,"45-64",2015,49,"England & Wales"
"2705",2015-12-04,1707,"65-74",2015,49,"England & Wales"
"2706",2015-12-04,3003,"75-84",2015,49,"England & Wales"
"2707",2015-12-04,4056,"85+",2015,49,"England & Wales"
"2708",2015-12-11,37,"Under 1 year",2015,50,"England & Wales"
"2709",2015-12-11,25,"01-14",2015,50,"England & Wales"
"2710",2015-12-11,286,"15-44",2015,50,"England & Wales"
"2711",2015-12-11,1196,"45-64",2015,50,"England & Wales"
"2712",2015-12-11,1632,"65-74",2015,50,"England & Wales"
"2713",2015-12-11,2928,"75-84",2015,50,"England & Wales"
"2714",2015-12-11,4153,"85+",2015,50,"England & Wales"
"2715",2015-12-18,66,"Under 1 year",2015,51,"England & Wales"
"2716",2015-12-18,28,"01-14",2015,51,"England & Wales"
"2717",2015-12-18,365,"15-44",2015,51,"England & Wales"
"2718",2015-12-18,1255,"45-64",2015,51,"England & Wales"
"2719",2015-12-18,1782,"65-74",2015,51,"England & Wales"
"2720",2015-12-18,3023,"75-84",2015,51,"England & Wales"
"2721",2015-12-18,4169,"85+",2015,51,"England & Wales"
"2722",2015-12-25,49,"Under 1 year",2015,52,"England & Wales"
"2723",2015-12-25,26,"01-14",2015,52,"England & Wales"
"2724",2015-12-25,246,"15-44",2015,52,"England & Wales"
"2725",2015-12-25,1010,"45-64",2015,52,"England & Wales"
"2726",2015-12-25,1387,"65-74",2015,52,"England & Wales"
"2727",2015-12-25,2451,"75-84",2015,52,"England & Wales"
"2728",2015-12-25,3461,"85+",2015,52,"England & Wales"
"2729",2016-01-01,39,"Under 1 year",2016,1,"England & Wales"
"2730",2016-01-01,12,"01-14",2016,1,"England & Wales"
"2731",2016-01-01,146,"15-44",2016,1,"England & Wales"
"2732",2016-01-01,882,"45-64",2016,1,"England & Wales"
"2733",2016-01-01,1259,"65-74",2016,1,"England & Wales"
"2734",2016-01-01,2197,"75-84",2016,1,"England & Wales"
"2735",2016-01-01,2988,"85+",2016,1,"England & Wales"
"2736",2016-01-08,49,"Under 1 year",2016,2,"England & Wales"
"2737",2016-01-08,17,"01-14",2016,2,"England & Wales"
"2738",2016-01-08,299,"15-44",2016,2,"England & Wales"
"2739",2016-01-08,1482,"45-64",2016,2,"England & Wales"
"2740",2016-01-08,2179,"65-74",2016,2,"England & Wales"
"2741",2016-01-08,3727,"75-84",2016,2,"England & Wales"
"2742",2016-01-08,5292,"85+",2016,2,"England & Wales"
"2743",2016-01-15,64,"Under 1 year",2016,3,"England & Wales"
"2744",2016-01-15,24,"01-14",2016,3,"England & Wales"
"2745",2016-01-15,326,"15-44",2016,3,"England & Wales"
"2746",2016-01-15,1363,"45-64",2016,3,"England & Wales"
"2747",2016-01-15,1925,"65-74",2016,3,"England & Wales"
"2748",2016-01-15,3283,"75-84",2016,3,"England & Wales"
"2749",2016-01-15,4512,"85+",2016,3,"England & Wales"
"2750",2016-01-22,50,"Under 1 year",2016,4,"England & Wales"
"2751",2016-01-22,18,"01-14",2016,4,"England & Wales"
"2752",2016-01-22,345,"15-44",2016,4,"England & Wales"
"2753",2016-01-22,1293,"45-64",2016,4,"England & Wales"
"2754",2016-01-22,1831,"65-74",2016,4,"England & Wales"
"2755",2016-01-22,3327,"75-84",2016,4,"England & Wales"
"2756",2016-01-22,4606,"85+",2016,4,"England & Wales"
"2757",2016-01-29,47,"Under 1 year",2016,5,"England & Wales"
"2758",2016-01-29,14,"01-14",2016,5,"England & Wales"
"2759",2016-01-29,324,"15-44",2016,5,"England & Wales"
"2760",2016-01-29,1322,"45-64",2016,5,"England & Wales"
"2761",2016-01-29,1859,"65-74",2016,5,"England & Wales"
"2762",2016-01-29,3147,"75-84",2016,5,"England & Wales"
"2763",2016-01-29,4599,"85+",2016,5,"England & Wales"
"2764",2016-02-05,60,"Under 1 year",2016,6,"England & Wales"
"2765",2016-02-05,22,"01-14",2016,6,"England & Wales"
"2766",2016-02-05,314,"15-44",2016,6,"England & Wales"
"2767",2016-02-05,1281,"45-64",2016,6,"England & Wales"
"2768",2016-02-05,1779,"65-74",2016,6,"England & Wales"
"2769",2016-02-05,3181,"75-84",2016,6,"England & Wales"
"2770",2016-02-05,4405,"85+",2016,6,"England & Wales"
