"","week","deaths","age","year","weekno","reg"
"2771",2016-02-12,60,"Under 1 year",2016,7,"England & Wales"
"2772",2016-02-12,21,"01-14",2016,7,"England & Wales"
"2773",2016-02-12,331,"15-44",2016,7,"England & Wales"
"2774",2016-02-12,1356,"45-64",2016,7,"England & Wales"
"2775",2016-02-12,1826,"65-74",2016,7,"England & Wales"
"2776",2016-02-12,3058,"75-84",2016,7,"England & Wales"
"2777",2016-02-12,4502,"85+",2016,7,"England & Wales"
"2778",2016-02-19,52,"Under 1 year",2016,8,"England & Wales"
"2779",2016-02-19,22,"01-14",2016,8,"England & Wales"
"2780",2016-02-19,305,"15-44",2016,8,"England & Wales"
"2781",2016-02-19,1333,"45-64",2016,8,"England & Wales"
"2782",2016-02-19,1720,"65-74",2016,8,"England & Wales"
"2783",2016-02-19,2982,"75-84",2016,8,"England & Wales"
"2784",2016-02-19,4175,"85+",2016,8,"England & Wales"
"2785",2016-02-26,58,"Under 1 year",2016,9,"England & Wales"
"2786",2016-02-26,20,"01-14",2016,9,"England & Wales"
"2787",2016-02-26,267,"15-44",2016,9,"England & Wales"
"2788",2016-02-26,1294,"45-64",2016,9,"England & Wales"
"2789",2016-02-26,1774,"65-74",2016,9,"England & Wales"
"2790",2016-02-26,3127,"75-84",2016,9,"England & Wales"
"2791",2016-02-26,4516,"85+",2016,9,"England & Wales"
"2792",2016-03-04,39,"Under 1 year",2016,10,"England & Wales"
"2793",2016-03-04,21,"01-14",2016,10,"England & Wales"
"2794",2016-03-04,318,"15-44",2016,10,"England & Wales"
"2795",2016-03-04,1328,"45-64",2016,10,"England & Wales"
"2796",2016-03-04,1864,"65-74",2016,10,"England & Wales"
"2797",2016-03-04,3180,"75-84",2016,10,"England & Wales"
"2798",2016-03-04,4533,"85+",2016,10,"England & Wales"
"2799",2016-03-11,54,"Under 1 year",2016,11,"England & Wales"
"2800",2016-03-11,22,"01-14",2016,11,"England & Wales"
"2801",2016-03-11,273,"15-44",2016,11,"England & Wales"
"2802",2016-03-11,1340,"45-64",2016,11,"England & Wales"
"2803",2016-03-11,1755,"65-74",2016,11,"England & Wales"
"2804",2016-03-11,3171,"75-84",2016,11,"England & Wales"
"2805",2016-03-11,4390,"85+",2016,11,"England & Wales"
"2806",2016-03-18,55,"Under 1 year",2016,12,"England & Wales"
"2807",2016-03-18,22,"01-14",2016,12,"England & Wales"
"2808",2016-03-18,295,"15-44",2016,12,"England & Wales"
"2809",2016-03-18,1358,"45-64",2016,12,"England & Wales"
"2810",2016-03-18,1781,"65-74",2016,12,"England & Wales"
"2811",2016-03-18,3070,"75-84",2016,12,"England & Wales"
"2812",2016-03-18,4434,"85+",2016,12,"England & Wales"
"2813",2016-03-25,55,"Under 1 year",2016,13,"England & Wales"
"2814",2016-03-25,18,"01-14",2016,13,"England & Wales"
"2815",2016-03-25,247,"15-44",2016,13,"England & Wales"
"2816",2016-03-25,1148,"45-64",2016,13,"England & Wales"
"2817",2016-03-25,1567,"65-74",2016,13,"England & Wales"
"2818",2016-03-25,2713,"75-84",2016,13,"England & Wales"
"2819",2016-03-25,3878,"85+",2016,13,"England & Wales"
"2820",2016-04-01,49,"Under 1 year",2016,14,"England & Wales"
"2821",2016-04-01,15,"01-14",2016,14,"England & Wales"
"2822",2016-04-01,264,"15-44",2016,14,"England & Wales"
"2823",2016-04-01,1184,"45-64",2016,14,"England & Wales"
"2824",2016-04-01,1698,"65-74",2016,14,"England & Wales"
"2825",2016-04-01,2992,"75-84",2016,14,"England & Wales"
"2826",2016-04-01,4079,"85+",2016,14,"England & Wales"
"2827",2016-04-08,53,"Under 1 year",2016,15,"England & Wales"
"2828",2016-04-08,15,"01-14",2016,15,"England & Wales"
"2829",2016-04-08,306,"15-44",2016,15,"England & Wales"
"2830",2016-04-08,1327,"45-64",2016,15,"England & Wales"
"2831",2016-04-08,1941,"65-74",2016,15,"England & Wales"
"2832",2016-04-08,3238,"75-84",2016,15,"England & Wales"
"2833",2016-04-08,4719,"85+",2016,15,"England & Wales"
"2834",2016-04-15,63,"Under 1 year",2016,16,"England & Wales"
"2835",2016-04-15,18,"01-14",2016,16,"England & Wales"
"2836",2016-04-15,311,"15-44",2016,16,"England & Wales"
"2837",2016-04-15,1312,"45-64",2016,16,"England & Wales"
"2838",2016-04-15,1927,"65-74",2016,16,"England & Wales"
"2839",2016-04-15,3166,"75-84",2016,16,"England & Wales"
"2840",2016-04-15,4617,"85+",2016,16,"England & Wales"
"2841",2016-04-22,65,"Under 1 year",2016,17,"England & Wales"
"2842",2016-04-22,24,"01-14",2016,17,"England & Wales"
"2843",2016-04-22,319,"15-44",2016,17,"England & Wales"
"2844",2016-04-22,1292,"45-64",2016,17,"England & Wales"
"2845",2016-04-22,1816,"65-74",2016,17,"England & Wales"
"2846",2016-04-22,3085,"75-84",2016,17,"England & Wales"
"2847",2016-04-22,4324,"85+",2016,17,"England & Wales"
"2848",2016-04-29,43,"Under 1 year",2016,18,"England & Wales"
"2849",2016-04-29,22,"01-14",2016,18,"England & Wales"
"2850",2016-04-29,327,"15-44",2016,18,"England & Wales"
"2851",2016-04-29,1301,"45-64",2016,18,"England & Wales"
"2852",2016-04-29,1694,"65-74",2016,18,"England & Wales"
"2853",2016-04-29,2927,"75-84",2016,18,"England & Wales"
"2854",2016-04-29,4098,"85+",2016,18,"England & Wales"
"2855",2016-05-06,55,"Under 1 year",2016,19,"England & Wales"
"2856",2016-05-06,23,"01-14",2016,19,"England & Wales"
"2857",2016-05-06,348,"15-44",2016,19,"England & Wales"
"2858",2016-05-06,1075,"45-64",2016,19,"England & Wales"
"2859",2016-05-06,1490,"65-74",2016,19,"England & Wales"
"2860",2016-05-06,2583,"75-84",2016,19,"England & Wales"
"2861",2016-05-06,3559,"85+",2016,19,"England & Wales"
"2862",2016-05-13,49,"Under 1 year",2016,20,"England & Wales"
"2863",2016-05-13,19,"01-14",2016,20,"England & Wales"
"2864",2016-05-13,308,"15-44",2016,20,"England & Wales"
"2865",2016-05-13,1277,"45-64",2016,20,"England & Wales"
"2866",2016-05-13,1768,"65-74",2016,20,"England & Wales"
"2867",2016-05-13,2994,"75-84",2016,20,"England & Wales"
"2868",2016-05-13,4218,"85+",2016,20,"England & Wales"
"2869",2016-05-20,61,"Under 1 year",2016,21,"England & Wales"
"2870",2016-05-20,21,"01-14",2016,21,"England & Wales"
"2871",2016-05-20,328,"15-44",2016,21,"England & Wales"
"2872",2016-05-20,1149,"45-64",2016,21,"England & Wales"
"2873",2016-05-20,1686,"65-74",2016,21,"England & Wales"
"2874",2016-05-20,2855,"75-84",2016,21,"England & Wales"
"2875",2016-05-20,3853,"85+",2016,21,"England & Wales"
"2876",2016-05-27,63,"Under 1 year",2016,22,"England & Wales"
"2877",2016-05-27,19,"01-14",2016,22,"England & Wales"
"2878",2016-05-27,326,"15-44",2016,22,"England & Wales"
"2879",2016-05-27,1185,"45-64",2016,22,"England & Wales"
"2880",2016-05-27,1681,"65-74",2016,22,"England & Wales"
"2881",2016-05-27,2697,"75-84",2016,22,"England & Wales"
"2882",2016-05-27,3767,"85+",2016,22,"England & Wales"
"2883",2016-06-03,35,"Under 1 year",2016,23,"England & Wales"
"2884",2016-06-03,19,"01-14",2016,23,"England & Wales"
"2885",2016-06-03,214,"15-44",2016,23,"England & Wales"
"2886",2016-06-03,963,"45-64",2016,23,"England & Wales"
"2887",2016-06-03,1445,"65-74",2016,23,"England & Wales"
"2888",2016-06-03,2253,"75-84",2016,23,"England & Wales"
"2889",2016-06-03,2980,"85+",2016,23,"England & Wales"
"2890",2016-06-10,58,"Under 1 year",2016,24,"England & Wales"
"2891",2016-06-10,21,"01-14",2016,24,"England & Wales"
"2892",2016-06-10,268,"15-44",2016,24,"England & Wales"
"2893",2016-06-10,1181,"45-64",2016,24,"England & Wales"
"2894",2016-06-10,1613,"65-74",2016,24,"England & Wales"
"2895",2016-06-10,2875,"75-84",2016,24,"England & Wales"
"2896",2016-06-10,3857,"85+",2016,24,"England & Wales"
"2897",2016-06-17,49,"Under 1 year",2016,25,"England & Wales"
"2898",2016-06-17,22,"01-14",2016,25,"England & Wales"
"2899",2016-06-17,255,"15-44",2016,25,"England & Wales"
"2900",2016-06-17,1195,"45-64",2016,25,"England & Wales"
"2901",2016-06-17,1604,"65-74",2016,25,"England & Wales"
"2902",2016-06-17,2703,"75-84",2016,25,"England & Wales"
"2903",2016-06-17,3556,"85+",2016,25,"England & Wales"
"2904",2016-06-24,57,"Under 1 year",2016,26,"England & Wales"
"2905",2016-06-24,15,"01-14",2016,26,"England & Wales"
"2906",2016-06-24,295,"15-44",2016,26,"England & Wales"
"2907",2016-06-24,1161,"45-64",2016,26,"England & Wales"
"2908",2016-06-24,1549,"65-74",2016,26,"England & Wales"
"2909",2016-06-24,2659,"75-84",2016,26,"England & Wales"
"2910",2016-06-24,3625,"85+",2016,26,"England & Wales"
"2911",2016-07-01,46,"Under 1 year",2016,27,"England & Wales"
"2912",2016-07-01,13,"01-14",2016,27,"England & Wales"
"2913",2016-07-01,303,"15-44",2016,27,"England & Wales"
"2914",2016-07-01,1192,"45-64",2016,27,"England & Wales"
"2915",2016-07-01,1570,"65-74",2016,27,"England & Wales"
"2916",2016-07-01,2573,"75-84",2016,27,"England & Wales"
"2917",2016-07-01,3530,"85+",2016,27,"England & Wales"
"2918",2016-07-08,49,"Under 1 year",2016,28,"England & Wales"
"2919",2016-07-08,18,"01-14",2016,28,"England & Wales"
"2920",2016-07-08,287,"15-44",2016,28,"England & Wales"
"2921",2016-07-08,1176,"45-64",2016,28,"England & Wales"
"2922",2016-07-08,1552,"65-74",2016,28,"England & Wales"
"2923",2016-07-08,2567,"75-84",2016,28,"England & Wales"
"2924",2016-07-08,3489,"85+",2016,28,"England & Wales"
"2925",2016-07-15,54,"Under 1 year",2016,29,"England & Wales"
"2926",2016-07-15,15,"01-14",2016,29,"England & Wales"
"2927",2016-07-15,279,"15-44",2016,29,"England & Wales"
"2928",2016-07-15,1153,"45-64",2016,29,"England & Wales"
"2929",2016-07-15,1634,"65-74",2016,29,"England & Wales"
"2930",2016-07-15,2649,"75-84",2016,29,"England & Wales"
"2931",2016-07-15,3603,"85+",2016,29,"England & Wales"
"2932",2016-07-22,55,"Under 1 year",2016,30,"England & Wales"
"2933",2016-07-22,18,"01-14",2016,30,"England & Wales"
"2934",2016-07-22,282,"15-44",2016,30,"England & Wales"
"2935",2016-07-22,1115,"45-64",2016,30,"England & Wales"
"2936",2016-07-22,1586,"65-74",2016,30,"England & Wales"
"2937",2016-07-22,2638,"75-84",2016,30,"England & Wales"
"2938",2016-07-22,3650,"85+",2016,30,"England & Wales"
"2939",2016-07-29,39,"Under 1 year",2016,31,"England & Wales"
"2940",2016-07-29,15,"01-14",2016,31,"England & Wales"
"2941",2016-07-29,312,"15-44",2016,31,"England & Wales"
"2942",2016-07-29,1074,"45-64",2016,31,"England & Wales"
"2943",2016-07-29,1567,"65-74",2016,31,"England & Wales"
"2944",2016-07-29,2641,"75-84",2016,31,"England & Wales"
"2945",2016-07-29,3683,"85+",2016,31,"England & Wales"
"2946",2016-08-05,56,"Under 1 year",2016,32,"England & Wales"
"2947",2016-08-05,19,"01-14",2016,32,"England & Wales"
"2948",2016-08-05,276,"15-44",2016,32,"England & Wales"
"2949",2016-08-05,1171,"45-64",2016,32,"England & Wales"
"2950",2016-08-05,1542,"65-74",2016,32,"England & Wales"
"2951",2016-08-05,2588,"75-84",2016,32,"England & Wales"
"2952",2016-08-05,3524,"85+",2016,32,"England & Wales"
"2953",2016-08-12,57,"Under 1 year",2016,33,"England & Wales"
"2954",2016-08-12,15,"01-14",2016,33,"England & Wales"
"2955",2016-08-12,277,"15-44",2016,33,"England & Wales"
"2956",2016-08-12,1183,"45-64",2016,33,"England & Wales"
"2957",2016-08-12,1552,"65-74",2016,33,"England & Wales"
"2958",2016-08-12,2557,"75-84",2016,33,"England & Wales"
"2959",2016-08-12,3520,"85+",2016,33,"England & Wales"
"2960",2016-08-19,42,"Under 1 year",2016,34,"England & Wales"
"2961",2016-08-19,17,"01-14",2016,34,"England & Wales"
"2962",2016-08-19,276,"15-44",2016,34,"England & Wales"
"2963",2016-08-19,1078,"45-64",2016,34,"England & Wales"
"2964",2016-08-19,1610,"65-74",2016,34,"England & Wales"
"2965",2016-08-19,2624,"75-84",2016,34,"England & Wales"
"2966",2016-08-19,3423,"85+",2016,34,"England & Wales"
"2967",2016-08-26,48,"Under 1 year",2016,35,"England & Wales"
"2968",2016-08-26,16,"01-14",2016,35,"England & Wales"
"2969",2016-08-26,241,"15-44",2016,35,"England & Wales"
"2970",2016-08-26,1104,"45-64",2016,35,"England & Wales"
"2971",2016-08-26,1577,"65-74",2016,35,"England & Wales"
"2972",2016-08-26,2680,"75-84",2016,35,"England & Wales"
"2973",2016-08-26,3652,"85+",2016,35,"England & Wales"
"2974",2016-09-02,43,"Under 1 year",2016,36,"England & Wales"
"2975",2016-09-02,14,"01-14",2016,36,"England & Wales"
"2976",2016-09-02,228,"15-44",2016,36,"England & Wales"
"2977",2016-09-02,968,"45-64",2016,36,"England & Wales"
"2978",2016-09-02,1415,"65-74",2016,36,"England & Wales"
"2979",2016-09-02,2233,"75-84",2016,36,"England & Wales"
"2980",2016-09-02,3020,"85+",2016,36,"England & Wales"
"2981",2016-09-09,48,"Under 1 year",2016,37,"England & Wales"
"2982",2016-09-09,23,"01-14",2016,37,"England & Wales"
"2983",2016-09-09,283,"15-44",2016,37,"England & Wales"
"2984",2016-09-09,1161,"45-64",2016,37,"England & Wales"
"2985",2016-09-09,1562,"65-74",2016,37,"England & Wales"
"2986",2016-09-09,2659,"75-84",2016,37,"England & Wales"
"2987",2016-09-09,3661,"85+",2016,37,"England & Wales"
"2988",2016-09-16,56,"Under 1 year",2016,38,"England & Wales"
"2989",2016-09-16,15,"01-14",2016,38,"England & Wales"
"2990",2016-09-16,265,"15-44",2016,38,"England & Wales"
"2991",2016-09-16,1170,"45-64",2016,38,"England & Wales"
"2992",2016-09-16,1583,"65-74",2016,38,"England & Wales"
"2993",2016-09-16,2628,"75-84",2016,38,"England & Wales"
"2994",2016-09-16,3406,"85+",2016,38,"England & Wales"
"2995",2016-09-23,58,"Under 1 year",2016,39,"England & Wales"
"2996",2016-09-23,15,"01-14",2016,39,"England & Wales"
"2997",2016-09-23,264,"15-44",2016,39,"England & Wales"
"2998",2016-09-23,1132,"45-64",2016,39,"England & Wales"
"2999",2016-09-23,1548,"65-74",2016,39,"England & Wales"
"3000",2016-09-23,2564,"75-84",2016,39,"England & Wales"
"3001",2016-09-23,3364,"85+",2016,39,"England & Wales"
"3002",2016-09-30,53,"Under 1 year",2016,40,"England & Wales"
"3003",2016-09-30,15,"01-14",2016,40,"England & Wales"
"3004",2016-09-30,297,"15-44",2016,40,"England & Wales"
"3005",2016-09-30,1151,"45-64",2016,40,"England & Wales"
"3006",2016-09-30,1549,"65-74",2016,40,"England & Wales"
"3007",2016-09-30,2506,"75-84",2016,40,"England & Wales"
"3008",2016-09-30,3422,"85+",2016,40,"England & Wales"
"3009",2016-10-07,57,"Under 1 year",2016,41,"England & Wales"
"3010",2016-10-07,21,"01-14",2016,41,"England & Wales"
"3011",2016-10-07,275,"15-44",2016,41,"England & Wales"
"3012",2016-10-07,1115,"45-64",2016,41,"England & Wales"
"3013",2016-10-07,1647,"65-74",2016,41,"England & Wales"
"3014",2016-10-07,2641,"75-84",2016,41,"England & Wales"
"3015",2016-10-07,3531,"85+",2016,41,"England & Wales"
"3016",2016-10-14,72,"Under 1 year",2016,42,"England & Wales"
"3017",2016-10-14,14,"01-14",2016,42,"England & Wales"
"3018",2016-10-14,272,"15-44",2016,42,"England & Wales"
"3019",2016-10-14,1145,"45-64",2016,42,"England & Wales"
"3020",2016-10-14,1633,"65-74",2016,42,"England & Wales"
"3021",2016-10-14,2746,"75-84",2016,42,"England & Wales"
"3022",2016-10-14,3835,"85+",2016,42,"England & Wales"
"3023",2016-10-21,50,"Under 1 year",2016,43,"England & Wales"
"3024",2016-10-21,21,"01-14",2016,43,"England & Wales"
"3025",2016-10-21,276,"15-44",2016,43,"England & Wales"
"3026",2016-10-21,1158,"45-64",2016,43,"England & Wales"
"3027",2016-10-21,1652,"65-74",2016,43,"England & Wales"
"3028",2016-10-21,2724,"75-84",2016,43,"England & Wales"
"3029",2016-10-21,3887,"85+",2016,43,"England & Wales"
"3030",2016-10-28,58,"Under 1 year",2016,44,"England & Wales"
"3031",2016-10-28,16,"01-14",2016,44,"England & Wales"
"3032",2016-10-28,271,"15-44",2016,44,"England & Wales"
"3033",2016-10-28,1239,"45-64",2016,44,"England & Wales"
"3034",2016-10-28,1567,"65-74",2016,44,"England & Wales"
"3035",2016-10-28,2800,"75-84",2016,44,"England & Wales"
"3036",2016-10-28,3773,"85+",2016,44,"England & Wales"
"3037",2016-11-04,52,"Under 1 year",2016,45,"England & Wales"
"3038",2016-11-04,21,"01-14",2016,45,"England & Wales"
"3039",2016-11-04,281,"15-44",2016,45,"England & Wales"
"3040",2016-11-04,1186,"45-64",2016,45,"England & Wales"
"3041",2016-11-04,1723,"65-74",2016,45,"England & Wales"
"3042",2016-11-04,2833,"75-84",2016,45,"England & Wales"
"3043",2016-11-04,4056,"85+",2016,45,"England & Wales"
"3044",2016-11-11,54,"Under 1 year",2016,46,"England & Wales"
"3045",2016-11-11,15,"01-14",2016,46,"England & Wales"
"3046",2016-11-11,278,"15-44",2016,46,"England & Wales"
"3047",2016-11-11,1279,"45-64",2016,46,"England & Wales"
"3048",2016-11-11,1709,"65-74",2016,46,"England & Wales"
"3049",2016-11-11,2954,"75-84",2016,46,"England & Wales"
"3050",2016-11-11,4178,"85+",2016,46,"England & Wales"
"3051",2016-11-18,57,"Under 1 year",2016,47,"England & Wales"
"3052",2016-11-18,26,"01-14",2016,47,"England & Wales"
"3053",2016-11-18,355,"15-44",2016,47,"England & Wales"
"3054",2016-11-18,1225,"45-64",2016,47,"England & Wales"
"3055",2016-11-18,1703,"65-74",2016,47,"England & Wales"
"3056",2016-11-18,2992,"75-84",2016,47,"England & Wales"
"3057",2016-11-18,4332,"85+",2016,47,"England & Wales"
"3058",2016-11-25,49,"Under 1 year",2016,48,"England & Wales"
"3059",2016-11-25,26,"01-14",2016,48,"England & Wales"
"3060",2016-11-25,284,"15-44",2016,48,"England & Wales"
"3061",2016-11-25,1226,"45-64",2016,48,"England & Wales"
"3062",2016-11-25,1716,"65-74",2016,48,"England & Wales"
"3063",2016-11-25,3062,"75-84",2016,48,"England & Wales"
"3064",2016-11-25,4239,"85+",2016,48,"England & Wales"
"3065",2016-12-02,58,"Under 1 year",2016,49,"England & Wales"
"3066",2016-12-02,15,"01-14",2016,49,"England & Wales"
"3067",2016-12-02,345,"15-44",2016,49,"England & Wales"
"3068",2016-12-02,1191,"45-64",2016,49,"England & Wales"
"3069",2016-12-02,1752,"65-74",2016,49,"England & Wales"
"3070",2016-12-02,2961,"75-84",2016,49,"England & Wales"
"3071",2016-12-02,4116,"85+",2016,49,"England & Wales"
"3072",2016-12-09,57,"Under 1 year",2016,50,"England & Wales"
"3073",2016-12-09,28,"01-14",2016,50,"England & Wales"
"3074",2016-12-09,310,"15-44",2016,50,"England & Wales"
"3075",2016-12-09,1266,"45-64",2016,50,"England & Wales"
"3076",2016-12-09,1808,"65-74",2016,50,"England & Wales"
"3077",2016-12-09,3176,"75-84",2016,50,"England & Wales"
"3078",2016-12-09,4578,"85+",2016,50,"England & Wales"
"3079",2016-12-16,72,"Under 1 year",2016,51,"England & Wales"
"3080",2016-12-16,22,"01-14",2016,51,"England & Wales"
"3081",2016-12-16,281,"15-44",2016,51,"England & Wales"
"3082",2016-12-16,1219,"45-64",2016,51,"England & Wales"
"3083",2016-12-16,1675,"65-74",2016,51,"England & Wales"
"3084",2016-12-16,2943,"75-84",2016,51,"England & Wales"
"3085",2016-12-16,4316,"85+",2016,51,"England & Wales"
"3086",2016-12-23,56,"Under 1 year",2016,52,"England & Wales"
"3087",2016-12-23,16,"01-14",2016,52,"England & Wales"
"3088",2016-12-23,339,"15-44",2016,52,"England & Wales"
"3089",2016-12-23,1253,"45-64",2016,52,"England & Wales"
"3090",2016-12-23,1927,"65-74",2016,52,"England & Wales"
"3091",2016-12-23,3170,"75-84",2016,52,"England & Wales"
"3092",2016-12-23,4725,"85+",2016,52,"England & Wales"
"3093",2016-12-30,41,"Under 1 year",2016,53,"England & Wales"
"3094",2016-12-30,7,"01-14",2016,53,"England & Wales"
"3095",2016-12-30,178,"15-44",2016,53,"England & Wales"
"3096",2016-12-30,849,"45-64",2016,53,"England & Wales"
"3097",2016-12-30,1269,"65-74",2016,53,"England & Wales"
"3098",2016-12-30,2294,"75-84",2016,53,"England & Wales"
"3099",2016-12-30,3364,"85+",2016,53,"England & Wales"
"3100",2017-01-06,58,"Under 1 year",2017,1,"England & Wales"
"3101",2017-01-06,18,"01-14",2017,1,"England & Wales"
"3102",2017-01-06,215,"15-44",2017,1,"England & Wales"
"3103",2017-01-06,1232,"45-64",2017,1,"England & Wales"
"3104",2017-01-06,1880,"65-74",2017,1,"England & Wales"
"3105",2017-01-06,3450,"75-84",2017,1,"England & Wales"
"3106",2017-01-06,5136,"85+",2017,1,"England & Wales"
"3107",2017-01-13,56,"Under 1 year",2017,2,"England & Wales"
"3108",2017-01-13,18,"01-14",2017,2,"England & Wales"
"3109",2017-01-13,287,"15-44",2017,2,"England & Wales"
"3110",2017-01-13,1372,"45-64",2017,2,"England & Wales"
"3111",2017-01-13,2149,"65-74",2017,2,"England & Wales"
"3112",2017-01-13,3886,"75-84",2017,2,"England & Wales"
"3113",2017-01-13,5947,"85+",2017,2,"England & Wales"
"3114",2017-01-20,54,"Under 1 year",2017,3,"England & Wales"
"3115",2017-01-20,19,"01-14",2017,3,"England & Wales"
"3116",2017-01-20,301,"15-44",2017,3,"England & Wales"
"3117",2017-01-20,1374,"45-64",2017,3,"England & Wales"
"3118",2017-01-20,2132,"65-74",2017,3,"England & Wales"
"3119",2017-01-20,3701,"75-84",2017,3,"England & Wales"
"3120",2017-01-20,6029,"85+",2017,3,"England & Wales"
"3121",2017-01-27,52,"Under 1 year",2017,4,"England & Wales"
"3122",2017-01-27,16,"01-14",2017,4,"England & Wales"
"3123",2017-01-27,286,"15-44",2017,4,"England & Wales"
"3124",2017-01-27,1273,"45-64",2017,4,"England & Wales"
