"","age...1","sex...2","week","deaths","year","weekno","reg","age"
"4769","Total","Male",2015-09-25,4724,2015,39,"England & Wales","Total"
"4770","Total","Female",2015-09-25,4802,2015,39,"England & Wales","Total"
"4771","Under 1 year","Male",2015-09-25,29,2015,39,"England & Wales","Under 1 year"
"4772","Under 1 year","Female",2015-09-25,27,2015,39,"England & Wales","Under 1 year"
"4773","01-14","Male",2015-09-25,11,2015,39,"England & Wales","01-14"
"4774","01-14","Female",2015-09-25,4,2015,39,"England & Wales","01-14"
"4775","15-44","Male",2015-09-25,184,2015,39,"England & Wales","15-44"
"4776","15-44","Female",2015-09-25,111,2015,39,"England & Wales","15-44"
"4777","45-64","Male",2015-09-25,704,2015,39,"England & Wales","45-64"
"4778","45-64","Female",2015-09-25,452,2015,39,"England & Wales","45-64"
"4779","65-74","Male",2015-09-25,922,2015,39,"England & Wales","65-74"
"4780","65-74","Female",2015-09-25,609,2015,39,"England & Wales","65-74"
"4781","75-84","Male",2015-09-25,1475,2015,39,"England & Wales","75-84"
"4782","75-84","Female",2015-09-25,1316,2015,39,"England & Wales","75-84"
"4783","85+","Male",2015-09-25,1399,2015,39,"England & Wales","85+"
"4784","85+","Female",2015-09-25,2283,2015,39,"England & Wales","85+"
"4785","Total","Male",2015-10-02,4614,2015,40,"England & Wales","Total"
"4786","Total","Female",2015-10-02,4796,2015,40,"England & Wales","Total"
"4787","Under 1 year","Male",2015-10-02,35,2015,40,"England & Wales","Under 1 year"
"4788","Under 1 year","Female",2015-10-02,30,2015,40,"England & Wales","Under 1 year"
"4789","01-14","Male",2015-10-02,8,2015,40,"England & Wales","01-14"
"4790","01-14","Female",2015-10-02,10,2015,40,"England & Wales","01-14"
"4791","15-44","Male",2015-10-02,184,2015,40,"England & Wales","15-44"
"4792","15-44","Female",2015-10-02,115,2015,40,"England & Wales","15-44"
"4793","45-64","Male",2015-10-02,680,2015,40,"England & Wales","45-64"
"4794","45-64","Female",2015-10-02,453,2015,40,"England & Wales","45-64"
"4795","65-74","Male",2015-10-02,896,2015,40,"England & Wales","65-74"
"4796","65-74","Female",2015-10-02,673,2015,40,"England & Wales","65-74"
"4797","75-84","Male",2015-10-02,1411,2015,40,"England & Wales","75-84"
"4798","75-84","Female",2015-10-02,1225,2015,40,"England & Wales","75-84"
"4799","85+","Male",2015-10-02,1400,2015,40,"England & Wales","85+"
"4800","85+","Female",2015-10-02,2290,2015,40,"England & Wales","85+"
"4801","Total","Male",2015-10-09,4741,2015,41,"England & Wales","Total"
"4802","Total","Female",2015-10-09,5034,2015,41,"England & Wales","Total"
"4803","Under 1 year","Male",2015-10-09,22,2015,41,"England & Wales","Under 1 year"
"4804","Under 1 year","Female",2015-10-09,21,2015,41,"England & Wales","Under 1 year"
"4805","01-14","Male",2015-10-09,7,2015,41,"England & Wales","01-14"
"4806","01-14","Female",2015-10-09,6,2015,41,"England & Wales","01-14"
"4807","15-44","Male",2015-10-09,183,2015,41,"England & Wales","15-44"
"4808","15-44","Female",2015-10-09,114,2015,41,"England & Wales","15-44"
"4809","45-64","Male",2015-10-09,711,2015,41,"England & Wales","45-64"
"4810","45-64","Female",2015-10-09,485,2015,41,"England & Wales","45-64"
"4811","65-74","Male",2015-10-09,931,2015,41,"England & Wales","65-74"
"4812","65-74","Female",2015-10-09,668,2015,41,"England & Wales","65-74"
"4813","75-84","Male",2015-10-09,1471,2015,41,"England & Wales","75-84"
"4814","75-84","Female",2015-10-09,1349,2015,41,"England & Wales","75-84"
"4815","85+","Male",2015-10-09,1416,2015,41,"England & Wales","85+"
"4816","85+","Female",2015-10-09,2391,2015,41,"England & Wales","85+"
"4817","Total","Male",2015-10-16,4716,2015,42,"England & Wales","Total"
"4818","Total","Female",2015-10-16,4792,2015,42,"England & Wales","Total"
"4819","Under 1 year","Male",2015-10-16,38,2015,42,"England & Wales","Under 1 year"
"4820","Under 1 year","Female",2015-10-16,21,2015,42,"England & Wales","Under 1 year"
"4821","01-14","Male",2015-10-16,12,2015,42,"England & Wales","01-14"
"4822","01-14","Female",2015-10-16,14,2015,42,"England & Wales","01-14"
"4823","15-44","Male",2015-10-16,177,2015,42,"England & Wales","15-44"
"4824","15-44","Female",2015-10-16,79,2015,42,"England & Wales","15-44"
"4825","45-64","Male",2015-10-16,678,2015,42,"England & Wales","45-64"
"4826","45-64","Female",2015-10-16,455,2015,42,"England & Wales","45-64"
"4827","65-74","Male",2015-10-16,937,2015,42,"England & Wales","65-74"
"4828","65-74","Female",2015-10-16,648,2015,42,"England & Wales","65-74"
"4829","75-84","Male",2015-10-16,1464,2015,42,"England & Wales","75-84"
"4830","75-84","Female",2015-10-16,1317,2015,42,"England & Wales","75-84"
"4831","85+","Male",2015-10-16,1410,2015,42,"England & Wales","85+"
"4832","85+","Female",2015-10-16,2258,2015,42,"England & Wales","85+"
"4833","Total","Male",2015-10-23,4861,2015,43,"England & Wales","Total"
"4834","Total","Female",2015-10-23,4849,2015,43,"England & Wales","Total"
"4835","Under 1 year","Male",2015-10-23,37,2015,43,"England & Wales","Under 1 year"
"4836","Under 1 year","Female",2015-10-23,23,2015,43,"England & Wales","Under 1 year"
"4837","01-14","Male",2015-10-23,12,2015,43,"England & Wales","01-14"
"4838","01-14","Female",2015-10-23,10,2015,43,"England & Wales","01-14"
"4839","15-44","Male",2015-10-23,188,2015,43,"England & Wales","15-44"
"4840","15-44","Female",2015-10-23,104,2015,43,"England & Wales","15-44"
"4841","45-64","Male",2015-10-23,706,2015,43,"England & Wales","45-64"
"4842","45-64","Female",2015-10-23,452,2015,43,"England & Wales","45-64"
"4843","65-74","Male",2015-10-23,943,2015,43,"England & Wales","65-74"
"4844","65-74","Female",2015-10-23,660,2015,43,"England & Wales","65-74"
"4845","75-84","Male",2015-10-23,1496,2015,43,"England & Wales","75-84"
"4846","75-84","Female",2015-10-23,1290,2015,43,"England & Wales","75-84"
"4847","85+","Male",2015-10-23,1479,2015,43,"England & Wales","85+"
"4848","85+","Female",2015-10-23,2310,2015,43,"England & Wales","85+"
"4849","Total","Male",2015-10-30,4715,2015,44,"England & Wales","Total"
"4850","Total","Female",2015-10-30,4878,2015,44,"England & Wales","Total"
"4851","Under 1 year","Male",2015-10-30,23,2015,44,"England & Wales","Under 1 year"
"4852","Under 1 year","Female",2015-10-30,27,2015,44,"England & Wales","Under 1 year"
"4853","01-14","Male",2015-10-30,8,2015,44,"England & Wales","01-14"
"4854","01-14","Female",2015-10-30,6,2015,44,"England & Wales","01-14"
"4855","15-44","Male",2015-10-30,185,2015,44,"England & Wales","15-44"
"4856","15-44","Female",2015-10-30,92,2015,44,"England & Wales","15-44"
"4857","45-64","Male",2015-10-30,695,2015,44,"England & Wales","45-64"
"4858","45-64","Female",2015-10-30,442,2015,44,"England & Wales","45-64"
"4859","65-74","Male",2015-10-30,914,2015,44,"England & Wales","65-74"
"4860","65-74","Female",2015-10-30,651,2015,44,"England & Wales","65-74"
"4861","75-84","Male",2015-10-30,1414,2015,44,"England & Wales","75-84"
"4862","75-84","Female",2015-10-30,1257,2015,44,"England & Wales","75-84"
"4863","85+","Male",2015-10-30,1476,2015,44,"England & Wales","85+"
"4864","85+","Female",2015-10-30,2403,2015,44,"England & Wales","85+"
"4865","Total","Male",2015-11-06,4806,2015,45,"England & Wales","Total"
"4866","Total","Female",2015-11-06,5178,2015,45,"England & Wales","Total"
"4867","Under 1 year","Male",2015-11-06,22,2015,45,"England & Wales","Under 1 year"
"4868","Under 1 year","Female",2015-11-06,26,2015,45,"England & Wales","Under 1 year"
"4869","01-14","Male",2015-11-06,9,2015,45,"England & Wales","01-14"
"4870","01-14","Female",2015-11-06,15,2015,45,"England & Wales","01-14"
"4871","15-44","Male",2015-11-06,200,2015,45,"England & Wales","15-44"
"4872","15-44","Female",2015-11-06,104,2015,45,"England & Wales","15-44"
"4873","45-64","Male",2015-11-06,760,2015,45,"England & Wales","45-64"
"4874","45-64","Female",2015-11-06,515,2015,45,"England & Wales","45-64"
"4875","65-74","Male",2015-11-06,956,2015,45,"England & Wales","65-74"
"4876","65-74","Female",2015-11-06,698,2015,45,"England & Wales","65-74"
"4877","75-84","Male",2015-11-06,1454,2015,45,"England & Wales","75-84"
"4878","75-84","Female",2015-11-06,1399,2015,45,"England & Wales","75-84"
"4879","85+","Male",2015-11-06,1405,2015,45,"England & Wales","85+"
"4880","85+","Female",2015-11-06,2421,2015,45,"England & Wales","85+"
"4881","Total","Male",2015-11-13,4981,2015,46,"England & Wales","Total"
"4882","Total","Female",2015-11-13,4954,2015,46,"England & Wales","Total"
"4883","Under 1 year","Male",2015-11-13,34,2015,46,"England & Wales","Under 1 year"
"4884","Under 1 year","Female",2015-11-13,19,2015,46,"England & Wales","Under 1 year"
"4885","01-14","Male",2015-11-13,15,2015,46,"England & Wales","01-14"
"4886","01-14","Female",2015-11-13,11,2015,46,"England & Wales","01-14"
"4887","15-44","Male",2015-11-13,179,2015,46,"England & Wales","15-44"
"4888","15-44","Female",2015-11-13,82,2015,46,"England & Wales","15-44"
"4889","45-64","Male",2015-11-13,795,2015,46,"England & Wales","45-64"
"4890","45-64","Female",2015-11-13,463,2015,46,"England & Wales","45-64"
"4891","65-74","Male",2015-11-13,980,2015,46,"England & Wales","65-74"
"4892","65-74","Female",2015-11-13,627,2015,46,"England & Wales","65-74"
"4893","75-84","Male",2015-11-13,1499,2015,46,"England & Wales","75-84"
"4894","75-84","Female",2015-11-13,1305,2015,46,"England & Wales","75-84"
"4895","85+","Male",2015-11-13,1479,2015,46,"England & Wales","85+"
"4896","85+","Female",2015-11-13,2447,2015,46,"England & Wales","85+"
"4897","Total","Male",2015-11-20,4921,2015,47,"England & Wales","Total"
"4898","Total","Female",2015-11-20,4908,2015,47,"England & Wales","Total"
"4899","Under 1 year","Male",2015-11-20,35,2015,47,"England & Wales","Under 1 year"
"4900","Under 1 year","Female",2015-11-20,21,2015,47,"England & Wales","Under 1 year"
"4901","01-14","Male",2015-11-20,15,2015,47,"England & Wales","01-14"
"4902","01-14","Female",2015-11-20,6,2015,47,"England & Wales","01-14"
"4903","15-44","Male",2015-11-20,202,2015,47,"England & Wales","15-44"
"4904","15-44","Female",2015-11-20,93,2015,47,"England & Wales","15-44"
"4905","45-64","Male",2015-11-20,720,2015,47,"England & Wales","45-64"
"4906","45-64","Female",2015-11-20,452,2015,47,"England & Wales","45-64"
"4907","65-74","Male",2015-11-20,950,2015,47,"England & Wales","65-74"
"4908","65-74","Female",2015-11-20,698,2015,47,"England & Wales","65-74"
"4909","75-84","Male",2015-11-20,1554,2015,47,"England & Wales","75-84"
"4910","75-84","Female",2015-11-20,1281,2015,47,"England & Wales","75-84"
"4911","85+","Male",2015-11-20,1445,2015,47,"England & Wales","85+"
"4912","85+","Female",2015-11-20,2357,2015,47,"England & Wales","85+"
"4913","Total","Male",2015-11-27,4832,2015,48,"England & Wales","Total"
"4914","Total","Female",2015-11-27,4988,2015,48,"England & Wales","Total"
"4915","Under 1 year","Male",2015-11-27,19,2015,48,"England & Wales","Under 1 year"
"4916","Under 1 year","Female",2015-11-27,14,2015,48,"England & Wales","Under 1 year"
"4917","01-14","Male",2015-11-27,11,2015,48,"England & Wales","01-14"
"4918","01-14","Female",2015-11-27,10,2015,48,"England & Wales","01-14"
"4919","15-44","Male",2015-11-27,206,2015,48,"England & Wales","15-44"
"4920","15-44","Female",2015-11-27,111,2015,48,"England & Wales","15-44"
"4921","45-64","Male",2015-11-27,719,2015,48,"England & Wales","45-64"
"4922","45-64","Female",2015-11-27,500,2015,48,"England & Wales","45-64"
"4923","65-74","Male",2015-11-27,922,2015,48,"England & Wales","65-74"
"4924","65-74","Female",2015-11-27,699,2015,48,"England & Wales","65-74"
"4925","75-84","Male",2015-11-27,1510,2015,48,"England & Wales","75-84"
"4926","75-84","Female",2015-11-27,1249,2015,48,"England & Wales","75-84"
"4927","85+","Male",2015-11-27,1445,2015,48,"England & Wales","85+"
"4928","85+","Female",2015-11-27,2405,2015,48,"England & Wales","85+"
"4929","Total","Male",2015-12-04,5110,2015,49,"England & Wales","Total"
"4930","Total","Female",2015-12-04,5251,2015,49,"England & Wales","Total"
"4931","Under 1 year","Male",2015-12-04,40,2015,49,"England & Wales","Under 1 year"
"4932","Under 1 year","Female",2015-12-04,19,2015,49,"England & Wales","Under 1 year"
"4933","01-14","Male",2015-12-04,14,2015,49,"England & Wales","01-14"
"4934","01-14","Female",2015-12-04,11,2015,49,"England & Wales","01-14"
"4935","15-44","Male",2015-12-04,194,2015,49,"England & Wales","15-44"
"4936","15-44","Female",2015-12-04,101,2015,49,"England & Wales","15-44"
"4937","45-64","Male",2015-12-04,711,2015,49,"England & Wales","45-64"
"4938","45-64","Female",2015-12-04,505,2015,49,"England & Wales","45-64"
"4939","65-74","Male",2015-12-04,1021,2015,49,"England & Wales","65-74"
"4940","65-74","Female",2015-12-04,686,2015,49,"England & Wales","65-74"
"4941","75-84","Male",2015-12-04,1558,2015,49,"England & Wales","75-84"
"4942","75-84","Female",2015-12-04,1445,2015,49,"England & Wales","75-84"
"4943","85+","Male",2015-12-04,1572,2015,49,"England & Wales","85+"
"4944","85+","Female",2015-12-04,2484,2015,49,"England & Wales","85+"
"4945","Total","Male",2015-12-11,4968,2015,50,"England & Wales","Total"
"4946","Total","Female",2015-12-11,5289,2015,50,"England & Wales","Total"
"4947","Under 1 year","Male",2015-12-11,14,2015,50,"England & Wales","Under 1 year"
"4948","Under 1 year","Female",2015-12-11,23,2015,50,"England & Wales","Under 1 year"
"4949","01-14","Male",2015-12-11,10,2015,50,"England & Wales","01-14"
"4950","01-14","Female",2015-12-11,15,2015,50,"England & Wales","01-14"
"4951","15-44","Male",2015-12-11,192,2015,50,"England & Wales","15-44"
"4952","15-44","Female",2015-12-11,94,2015,50,"England & Wales","15-44"
"4953","45-64","Male",2015-12-11,722,2015,50,"England & Wales","45-64"
"4954","45-64","Female",2015-12-11,474,2015,50,"England & Wales","45-64"
"4955","65-74","Male",2015-12-11,916,2015,50,"England & Wales","65-74"
"4956","65-74","Female",2015-12-11,716,2015,50,"England & Wales","65-74"
"4957","75-84","Male",2015-12-11,1562,2015,50,"England & Wales","75-84"
"4958","75-84","Female",2015-12-11,1366,2015,50,"England & Wales","75-84"
"4959","85+","Male",2015-12-11,1552,2015,50,"England & Wales","85+"
"4960","85+","Female",2015-12-11,2601,2015,50,"England & Wales","85+"
"4961","Total","Male",2015-12-18,5147,2015,51,"England & Wales","Total"
"4962","Total","Female",2015-12-18,5541,2015,51,"England & Wales","Total"
"4963","Under 1 year","Male",2015-12-18,37,2015,51,"England & Wales","Under 1 year"
"4964","Under 1 year","Female",2015-12-18,29,2015,51,"England & Wales","Under 1 year"
"4965","01-14","Male",2015-12-18,10,2015,51,"England & Wales","01-14"
"4966","01-14","Female",2015-12-18,18,2015,51,"England & Wales","01-14"
"4967","15-44","Male",2015-12-18,234,2015,51,"England & Wales","15-44"
"4968","15-44","Female",2015-12-18,131,2015,51,"England & Wales","15-44"
"4969","45-64","Male",2015-12-18,726,2015,51,"England & Wales","45-64"
"4970","45-64","Female",2015-12-18,529,2015,51,"England & Wales","45-64"
"4971","65-74","Male",2015-12-18,1036,2015,51,"England & Wales","65-74"
"4972","65-74","Female",2015-12-18,746,2015,51,"England & Wales","65-74"
"4973","75-84","Male",2015-12-18,1602,2015,51,"England & Wales","75-84"
"4974","75-84","Female",2015-12-18,1421,2015,51,"England & Wales","75-84"
"4975","85+","Male",2015-12-18,1502,2015,51,"England & Wales","85+"
"4976","85+","Female",2015-12-18,2667,2015,51,"England & Wales","85+"
"4977","Total","Male",2015-12-25,4188,2015,52,"England & Wales","Total"
"4978","Total","Female",2015-12-25,4442,2015,52,"England & Wales","Total"
"4979","Under 1 year","Male",2015-12-25,33,2015,52,"England & Wales","Under 1 year"
"4980","Under 1 year","Female",2015-12-25,16,2015,52,"England & Wales","Under 1 year"
"4981","01-14","Male",2015-12-25,7,2015,52,"England & Wales","01-14"
"4982","01-14","Female",2015-12-25,19,2015,52,"England & Wales","01-14"
"4983","15-44","Male",2015-12-25,151,2015,52,"England & Wales","15-44"
"4984","15-44","Female",2015-12-25,95,2015,52,"England & Wales","15-44"
"4985","45-64","Male",2015-12-25,625,2015,52,"England & Wales","45-64"
"4986","45-64","Female",2015-12-25,385,2015,52,"England & Wales","45-64"
"4987","65-74","Male",2015-12-25,797,2015,52,"England & Wales","65-74"
"4988","65-74","Female",2015-12-25,590,2015,52,"England & Wales","65-74"
"4989","75-84","Male",2015-12-25,1260,2015,52,"England & Wales","75-84"
"4990","75-84","Female",2015-12-25,1191,2015,52,"England & Wales","75-84"
"4991","85+","Male",2015-12-25,1315,2015,52,"England & Wales","85+"
"4992","85+","Female",2015-12-25,2146,2015,52,"England & Wales","85+"
"4993","Total","Male",2016-01-01,3687,2016,1,"England & Wales","Total"
"4994","Total","Female",2016-01-01,3836,2016,1,"England & Wales","Total"
"4995","Under 1 year","Male",2016-01-01,25,2016,1,"England & Wales","Under 1 year"
"4996","Under 1 year","Female",2016-01-01,14,2016,1,"England & Wales","Under 1 year"
"4997","01-14","Male",2016-01-01,6,2016,1,"England & Wales","01-14"
"4998","01-14","Female",2016-01-01,6,2016,1,"England & Wales","01-14"
"4999","15-44","Male",2016-01-01,85,2016,1,"England & Wales","15-44"
"5000","15-44","Female",2016-01-01,61,2016,1,"England & Wales","15-44"
"5001","45-64","Male",2016-01-01,510,2016,1,"England & Wales","45-64"
"5002","45-64","Female",2016-01-01,372,2016,1,"England & Wales","45-64"
"5003","65-74","Male",2016-01-01,737,2016,1,"England & Wales","65-74"
"5004","65-74","Female",2016-01-01,522,2016,1,"England & Wales","65-74"
"5005","75-84","Male",2016-01-01,1139,2016,1,"England & Wales","75-84"
"5006","75-84","Female",2016-01-01,1058,2016,1,"England & Wales","75-84"
"5007","85+","Male",2016-01-01,1185,2016,1,"England & Wales","85+"
"5008","85+","Female",2016-01-01,1803,2016,1,"England & Wales","85+"
"5009","Total","Male",2016-01-08,6211,2016,2,"England & Wales","Total"
"5010","Total","Female",2016-01-08,6834,2016,2,"England & Wales","Total"
"5011","Under 1 year","Male",2016-01-08,31,2016,2,"England & Wales","Under 1 year"
"5012","Under 1 year","Female",2016-01-08,18,2016,2,"England & Wales","Under 1 year"
"5013","01-14","Male",2016-01-08,10,2016,2,"England & Wales","01-14"
"5014","01-14","Female",2016-01-08,7,2016,2,"England & Wales","01-14"
"5015","15-44","Male",2016-01-08,178,2016,2,"England & Wales","15-44"
"5016","15-44","Female",2016-01-08,121,2016,2,"England & Wales","15-44"
"5017","45-64","Male",2016-01-08,867,2016,2,"England & Wales","45-64"
"5018","45-64","Female",2016-01-08,615,2016,2,"England & Wales","45-64"
"5019","65-74","Male",2016-01-08,1246,2016,2,"England & Wales","65-74"
"5020","65-74","Female",2016-01-08,933,2016,2,"England & Wales","65-74"
"5021","75-84","Male",2016-01-08,1897,2016,2,"England & Wales","75-84"
"5022","75-84","Female",2016-01-08,1830,2016,2,"England & Wales","75-84"
"5023","85+","Male",2016-01-08,1982,2016,2,"England & Wales","85+"
"5024","85+","Female",2016-01-08,3310,2016,2,"England & Wales","85+"
"5025","Total","Male",2016-01-15,5607,2016,3,"England & Wales","Total"
"5026","Total","Female",2016-01-15,5890,2016,3,"England & Wales","Total"
"5027","Under 1 year","Male",2016-01-15,36,2016,3,"England & Wales","Under 1 year"
"5028","Under 1 year","Female",2016-01-15,28,2016,3,"England & Wales","Under 1 year"
"5029","01-14","Male",2016-01-15,14,2016,3,"England & Wales","01-14"
"5030","01-14","Female",2016-01-15,10,2016,3,"England & Wales","01-14"
"5031","15-44","Male",2016-01-15,221,2016,3,"England & Wales","15-44"
"5032","15-44","Female",2016-01-15,105,2016,3,"England & Wales","15-44"
"5033","45-64","Male",2016-01-15,812,2016,3,"England & Wales","45-64"
"5034","45-64","Female",2016-01-15,551,2016,3,"England & Wales","45-64"
"5035","65-74","Male",2016-01-15,1159,2016,3,"England & Wales","65-74"
"5036","65-74","Female",2016-01-15,766,2016,3,"England & Wales","65-74"
"5037","75-84","Male",2016-01-15,1709,2016,3,"England & Wales","75-84"
"5038","75-84","Female",2016-01-15,1574,2016,3,"England & Wales","75-84"
"5039","85+","Male",2016-01-15,1656,2016,3,"England & Wales","85+"
"5040","85+","Female",2016-01-15,2856,2016,3,"England & Wales","85+"
"5041","Total","Male",2016-01-22,5632,2016,4,"England & Wales","Total"
"5042","Total","Female",2016-01-22,5838,2016,4,"England & Wales","Total"
"5043","Under 1 year","Male",2016-01-22,32,2016,4,"England & Wales","Under 1 year"
"5044","Under 1 year","Female",2016-01-22,18,2016,4,"England & Wales","Under 1 year"
"5045","01-14","Male",2016-01-22,8,2016,4,"England & Wales","01-14"
"5046","01-14","Female",2016-01-22,10,2016,4,"England & Wales","01-14"
"5047","15-44","Male",2016-01-22,238,2016,4,"England & Wales","15-44"
"5048","15-44","Female",2016-01-22,107,2016,4,"England & Wales","15-44"
"5049","45-64","Male",2016-01-22,791,2016,4,"England & Wales","45-64"
"5050","45-64","Female",2016-01-22,502,2016,4,"England & Wales","45-64"
"5051","65-74","Male",2016-01-22,1079,2016,4,"England & Wales","65-74"
"5052","65-74","Female",2016-01-22,752,2016,4,"England & Wales","65-74"
"5053","75-84","Male",2016-01-22,1734,2016,4,"England & Wales","75-84"
"5054","75-84","Female",2016-01-22,1593,2016,4,"England & Wales","75-84"
"5055","85+","Male",2016-01-22,1750,2016,4,"England & Wales","85+"
"5056","85+","Female",2016-01-22,2856,2016,4,"England & Wales","85+"
"5057","Total","Male",2016-01-29,5489,2016,5,"England & Wales","Total"
"5058","Total","Female",2016-01-29,5823,2016,5,"England & Wales","Total"
"5059","Under 1 year","Male",2016-01-29,25,2016,5,"England & Wales","Under 1 year"
"5060","Under 1 year","Female",2016-01-29,22,2016,5,"England & Wales","Under 1 year"
"5061","01-14","Male",2016-01-29,8,2016,5,"England & Wales","01-14"
"5062","01-14","Female",2016-01-29,6,2016,5,"England & Wales","01-14"
"5063","15-44","Male",2016-01-29,217,2016,5,"England & Wales","15-44"
"5064","15-44","Female",2016-01-29,107,2016,5,"England & Wales","15-44"
"5065","45-64","Male",2016-01-29,773,2016,5,"England & Wales","45-64"
"5066","45-64","Female",2016-01-29,549,2016,5,"England & Wales","45-64"
"5067","65-74","Male",2016-01-29,1069,2016,5,"England & Wales","65-74"
"5068","65-74","Female",2016-01-29,790,2016,5,"England & Wales","65-74"
"5069","75-84","Male",2016-01-29,1643,2016,5,"England & Wales","75-84"
"5070","75-84","Female",2016-01-29,1504,2016,5,"England & Wales","75-84"
"5071","85+","Male",2016-01-29,1754,2016,5,"England & Wales","85+"
"5072","85+","Female",2016-01-29,2845,2016,5,"England & Wales","85+"
"5073","Total","Male",2016-02-05,5397,2016,6,"England & Wales","Total"
"5074","Total","Female",2016-02-05,5645,2016,6,"England & Wales","Total"
"5075","Under 1 year","Male",2016-02-05,35,2016,6,"England & Wales","Under 1 year"
"5076","Under 1 year","Female",2016-02-05,25,2016,6,"England & Wales","Under 1 year"
"5077","01-14","Male",2016-02-05,14,2016,6,"England & Wales","01-14"
"5078","01-14","Female",2016-02-05,8,2016,6,"England & Wales","01-14"
"5079","15-44","Male",2016-02-05,203,2016,6,"England & Wales","15-44"
"5080","15-44","Female",2016-02-05,111,2016,6,"England & Wales","15-44"
"5081","45-64","Male",2016-02-05,767,2016,6,"England & Wales","45-64"
"5082","45-64","Female",2016-02-05,514,2016,6,"England & Wales","45-64"
"5083","65-74","Male",2016-02-05,1040,2016,6,"England & Wales","65-74"
"5084","65-74","Female",2016-02-05,739,2016,6,"England & Wales","65-74"
"5085","75-84","Male",2016-02-05,1683,2016,6,"England & Wales","75-84"
"5086","75-84","Female",2016-02-05,1498,2016,6,"England & Wales","75-84"
"5087","85+","Male",2016-02-05,1655,2016,6,"England & Wales","85+"
"5088","85+","Female",2016-02-05,2750,2016,6,"England & Wales","85+"
"5089","Total","Male",2016-02-12,5400,2016,7,"England & Wales","Total"
"5090","Total","Female",2016-02-12,5754,2016,7,"England & Wales","Total"
"5091","Under 1 year","Male",2016-02-12,36,2016,7,"England & Wales","Under 1 year"
"5092","Under 1 year","Female",2016-02-12,24,2016,7,"England & Wales","Under 1 year"
"5093","01-14","Male",2016-02-12,12,2016,7,"England & Wales","01-14"
"5094","01-14","Female",2016-02-12,9,2016,7,"England & Wales","01-14"
"5095","15-44","Male",2016-02-12,203,2016,7,"England & Wales","15-44"
"5096","15-44","Female",2016-02-12,128,2016,7,"England & Wales","15-44"
"5097","45-64","Male",2016-02-12,782,2016,7,"England & Wales","45-64"
"5098","45-64","Female",2016-02-12,574,2016,7,"England & Wales","45-64"
"5099","65-74","Male",2016-02-12,1062,2016,7,"England & Wales","65-74"
"5100","65-74","Female",2016-02-12,764,2016,7,"England & Wales","65-74"
"5101","75-84","Male",2016-02-12,1639,2016,7,"England & Wales","75-84"
"5102","75-84","Female",2016-02-12,1419,2016,7,"England & Wales","75-84"
"5103","85+","Male",2016-02-12,1666,2016,7,"England & Wales","85+"
"5104","85+","Female",2016-02-12,2836,2016,7,"England & Wales","85+"
"5105","Total","Male",2016-02-19,5248,2016,8,"England & Wales","Total"
"5106","Total","Female",2016-02-19,5341,2016,8,"England & Wales","Total"
"5107","Under 1 year","Male",2016-02-19,27,2016,8,"England & Wales","Under 1 year"
"5108","Under 1 year","Female",2016-02-19,25,2016,8,"England & Wales","Under 1 year"
"5109","01-14","Male",2016-02-19,14,2016,8,"England & Wales","01-14"
"5110","01-14","Female",2016-02-19,8,2016,8,"England & Wales","01-14"
"5111","15-44","Male",2016-02-19,196,2016,8,"England & Wales","15-44"
"5112","15-44","Female",2016-02-19,109,2016,8,"England & Wales","15-44"
"5113","45-64","Male",2016-02-19,803,2016,8,"England & Wales","45-64"
"5114","45-64","Female",2016-02-19,530,2016,8,"England & Wales","45-64"
"5115","65-74","Male",2016-02-19,1015,2016,8,"England & Wales","65-74"
"5116","65-74","Female",2016-02-19,705,2016,8,"England & Wales","65-74"
"5117","75-84","Male",2016-02-19,1616,2016,8,"England & Wales","75-84"
"5118","75-84","Female",2016-02-19,1366,2016,8,"England & Wales","75-84"
"5119","85+","Male",2016-02-19,1577,2016,8,"England & Wales","85+"
"5120","85+","Female",2016-02-19,2598,2016,8,"England & Wales","85+"
"5121","Total","Male",2016-02-26,5308,2016,9,"England & Wales","Total"
"5122","Total","Female",2016-02-26,5748,2016,9,"England & Wales","Total"
"5123","Under 1 year","Male",2016-02-26,34,2016,9,"England & Wales","Under 1 year"
"5124","Under 1 year","Female",2016-02-26,24,2016,9,"England & Wales","Under 1 year"
"5125","01-14","Male",2016-02-26,13,2016,9,"England & Wales","01-14"
"5126","01-14","Female",2016-02-26,7,2016,9,"England & Wales","01-14"
"5127","15-44","Male",2016-02-26,176,2016,9,"England & Wales","15-44"
"5128","15-44","Female",2016-02-26,91,2016,9,"England & Wales","15-44"
"5129","45-64","Male",2016-02-26,733,2016,9,"England & Wales","45-64"
"5130","45-64","Female",2016-02-26,561,2016,9,"England & Wales","45-64"
"5131","65-74","Male",2016-02-26,995,2016,9,"England & Wales","65-74"
"5132","65-74","Female",2016-02-26,779,2016,9,"England & Wales","65-74"
"5133","75-84","Male",2016-02-26,1650,2016,9,"England & Wales","75-84"
"5134","75-84","Female",2016-02-26,1477,2016,9,"England & Wales","75-84"
"5135","85+","Male",2016-02-26,1707,2016,9,"England & Wales","85+"
"5136","85+","Female",2016-02-26,2809,2016,9,"England & Wales","85+"
"5137","Total","Male",2016-03-04,5524,2016,10,"England & Wales","Total"
"5138","Total","Female",2016-03-04,5759,2016,10,"England & Wales","Total"
"5139","Under 1 year","Male",2016-03-04,22,2016,10,"England & Wales","Under 1 year"
