"","age...1","sex...2","week","deaths","year","weekno","reg","age"
"379","65-74","Male",2010-06-18,860,2010,25,"England & Wales","65-74"
"380","65-74","Female",2010-06-18,637,2010,25,"England & Wales","65-74"
"381","75-84","Male",2010-06-18,1327,2010,25,"England & Wales","75-84"
"382","75-84","Female",2010-06-18,1203,2010,25,"England & Wales","75-84"
"383","85+","Male",2010-06-18,1121,2010,25,"England & Wales","85+"
"384","85+","Female",2010-06-18,1802,2010,25,"England & Wales","85+"
"385","Total","Male",2010-06-25,4108,2010,26,"England & Wales","Total"
"386","Total","Female",2010-06-25,4353,2010,26,"England & Wales","Total"
"387","Under 1 year","Male",2010-06-25,37,2010,26,"England & Wales","Under 1 year"
"388","Under 1 year","Female",2010-06-25,20,2010,26,"England & Wales","Under 1 year"
"389","01-14","Male",2010-06-25,6,2010,26,"England & Wales","01-14"
"390","01-14","Female",2010-06-25,9,2010,26,"England & Wales","01-14"
"391","15-44","Male",2010-06-25,211,2010,26,"England & Wales","15-44"
"392","15-44","Female",2010-06-25,100,2010,26,"England & Wales","15-44"
"393","45-64","Male",2010-06-25,686,2010,26,"England & Wales","45-64"
"394","45-64","Female",2010-06-25,459,2010,26,"England & Wales","45-64"
"395","65-74","Male",2010-06-25,835,2010,26,"England & Wales","65-74"
"396","65-74","Female",2010-06-25,602,2010,26,"England & Wales","65-74"
"397","75-84","Male",2010-06-25,1283,2010,26,"England & Wales","75-84"
"398","75-84","Female",2010-06-25,1219,2010,26,"England & Wales","75-84"
"399","85+","Male",2010-06-25,1050,2010,26,"England & Wales","85+"
"400","85+","Female",2010-06-25,1944,2010,26,"England & Wales","85+"
"401","Total","Male",2010-07-02,4281,2010,27,"England & Wales","Total"
"402","Total","Female",2010-07-02,4686,2010,27,"England & Wales","Total"
"403","Under 1 year","Male",2010-07-02,31,2010,27,"England & Wales","Under 1 year"
"404","Under 1 year","Female",2010-07-02,27,2010,27,"England & Wales","Under 1 year"
"405","01-14","Male",2010-07-02,9,2010,27,"England & Wales","01-14"
"406","01-14","Female",2010-07-02,13,2010,27,"England & Wales","01-14"
"407","15-44","Male",2010-07-02,179,2010,27,"England & Wales","15-44"
"408","15-44","Female",2010-07-02,100,2010,27,"England & Wales","15-44"
"409","45-64","Male",2010-07-02,720,2010,27,"England & Wales","45-64"
"410","45-64","Female",2010-07-02,441,2010,27,"England & Wales","45-64"
"411","65-74","Male",2010-07-02,897,2010,27,"England & Wales","65-74"
"412","65-74","Female",2010-07-02,600,2010,27,"England & Wales","65-74"
"413","75-84","Male",2010-07-02,1296,2010,27,"England & Wales","75-84"
"414","75-84","Female",2010-07-02,1348,2010,27,"England & Wales","75-84"
"415","85+","Male",2010-07-02,1149,2010,27,"England & Wales","85+"
"416","85+","Female",2010-07-02,2157,2010,27,"England & Wales","85+"
"417","Total","Male",2010-07-09,4304,2010,28,"England & Wales","Total"
"418","Total","Female",2010-07-09,4321,2010,28,"England & Wales","Total"
"419","Under 1 year","Male",2010-07-09,34,2010,28,"England & Wales","Under 1 year"
"420","Under 1 year","Female",2010-07-09,27,2010,28,"England & Wales","Under 1 year"
"421","01-14","Male",2010-07-09,14,2010,28,"England & Wales","01-14"
"422","01-14","Female",2010-07-09,6,2010,28,"England & Wales","01-14"
"423","15-44","Male",2010-07-09,207,2010,28,"England & Wales","15-44"
"424","15-44","Female",2010-07-09,106,2010,28,"England & Wales","15-44"
"425","45-64","Male",2010-07-09,731,2010,28,"England & Wales","45-64"
"426","45-64","Female",2010-07-09,472,2010,28,"England & Wales","45-64"
"427","65-74","Male",2010-07-09,835,2010,28,"England & Wales","65-74"
"428","65-74","Female",2010-07-09,541,2010,28,"England & Wales","65-74"
"429","75-84","Male",2010-07-09,1430,2010,28,"England & Wales","75-84"
"430","75-84","Female",2010-07-09,1258,2010,28,"England & Wales","75-84"
"431","85+","Male",2010-07-09,1053,2010,28,"England & Wales","85+"
"432","85+","Female",2010-07-09,1911,2010,28,"England & Wales","85+"
"433","Total","Male",2010-07-16,4206,2010,29,"England & Wales","Total"
"434","Total","Female",2010-07-16,4333,2010,29,"England & Wales","Total"
"435","Under 1 year","Male",2010-07-16,36,2010,29,"England & Wales","Under 1 year"
"436","Under 1 year","Female",2010-07-16,38,2010,29,"England & Wales","Under 1 year"
"437","01-14","Male",2010-07-16,15,2010,29,"England & Wales","01-14"
"438","01-14","Female",2010-07-16,11,2010,29,"England & Wales","01-14"
"439","15-44","Male",2010-07-16,197,2010,29,"England & Wales","15-44"
"440","15-44","Female",2010-07-16,94,2010,29,"England & Wales","15-44"
"441","45-64","Male",2010-07-16,734,2010,29,"England & Wales","45-64"
"442","45-64","Female",2010-07-16,440,2010,29,"England & Wales","45-64"
"443","65-74","Male",2010-07-16,804,2010,29,"England & Wales","65-74"
"444","65-74","Female",2010-07-16,600,2010,29,"England & Wales","65-74"
"445","75-84","Male",2010-07-16,1353,2010,29,"England & Wales","75-84"
"446","75-84","Female",2010-07-16,1229,2010,29,"England & Wales","75-84"
"447","85+","Male",2010-07-16,1067,2010,29,"England & Wales","85+"
"448","85+","Female",2010-07-16,1921,2010,29,"England & Wales","85+"
"449","Total","Male",2010-07-23,4095,2010,30,"England & Wales","Total"
"450","Total","Female",2010-07-23,4164,2010,30,"England & Wales","Total"
"451","Under 1 year","Male",2010-07-23,33,2010,30,"England & Wales","Under 1 year"
"452","Under 1 year","Female",2010-07-23,22,2010,30,"England & Wales","Under 1 year"
"453","01-14","Male",2010-07-23,8,2010,30,"England & Wales","01-14"
"454","01-14","Female",2010-07-23,11,2010,30,"England & Wales","01-14"
"455","15-44","Male",2010-07-23,195,2010,30,"England & Wales","15-44"
"456","15-44","Female",2010-07-23,107,2010,30,"England & Wales","15-44"
"457","45-64","Male",2010-07-23,722,2010,30,"England & Wales","45-64"
"458","45-64","Female",2010-07-23,478,2010,30,"England & Wales","45-64"
"459","65-74","Male",2010-07-23,808,2010,30,"England & Wales","65-74"
"460","65-74","Female",2010-07-23,551,2010,30,"England & Wales","65-74"
"461","75-84","Male",2010-07-23,1338,2010,30,"England & Wales","75-84"
"462","75-84","Female",2010-07-23,1195,2010,30,"England & Wales","75-84"
"463","85+","Male",2010-07-23,991,2010,30,"England & Wales","85+"
"464","85+","Female",2010-07-23,1800,2010,30,"England & Wales","85+"
"465","Total","Male",2010-07-30,3966,2010,31,"England & Wales","Total"
"466","Total","Female",2010-07-30,4287,2010,31,"England & Wales","Total"
"467","Under 1 year","Male",2010-07-30,40,2010,31,"England & Wales","Under 1 year"
"468","Under 1 year","Female",2010-07-30,28,2010,31,"England & Wales","Under 1 year"
"469","01-14","Male",2010-07-30,7,2010,31,"England & Wales","01-14"
"470","01-14","Female",2010-07-30,8,2010,31,"England & Wales","01-14"
"471","15-44","Male",2010-07-30,191,2010,31,"England & Wales","15-44"
"472","15-44","Female",2010-07-30,98,2010,31,"England & Wales","15-44"
"473","45-64","Male",2010-07-30,636,2010,31,"England & Wales","45-64"
"474","45-64","Female",2010-07-30,439,2010,31,"England & Wales","45-64"
"475","65-74","Male",2010-07-30,796,2010,31,"England & Wales","65-74"
"476","65-74","Female",2010-07-30,581,2010,31,"England & Wales","65-74"
"477","75-84","Male",2010-07-30,1288,2010,31,"England & Wales","75-84"
"478","75-84","Female",2010-07-30,1176,2010,31,"England & Wales","75-84"
"479","85+","Male",2010-07-30,1008,2010,31,"England & Wales","85+"
"480","85+","Female",2010-07-30,1957,2010,31,"England & Wales","85+"
"481","Total","Male",2010-08-06,4158,2010,32,"England & Wales","Total"
"482","Total","Female",2010-08-06,4305,2010,32,"England & Wales","Total"
"483","Under 1 year","Male",2010-08-06,28,2010,32,"England & Wales","Under 1 year"
"484","Under 1 year","Female",2010-08-06,33,2010,32,"England & Wales","Under 1 year"
"485","01-14","Male",2010-08-06,10,2010,32,"England & Wales","01-14"
"486","01-14","Female",2010-08-06,7,2010,32,"England & Wales","01-14"
"487","15-44","Male",2010-08-06,224,2010,32,"England & Wales","15-44"
"488","15-44","Female",2010-08-06,131,2010,32,"England & Wales","15-44"
"489","45-64","Male",2010-08-06,700,2010,32,"England & Wales","45-64"
"490","45-64","Female",2010-08-06,511,2010,32,"England & Wales","45-64"
"491","65-74","Male",2010-08-06,834,2010,32,"England & Wales","65-74"
"492","65-74","Female",2010-08-06,600,2010,32,"England & Wales","65-74"
"493","75-84","Male",2010-08-06,1344,2010,32,"England & Wales","75-84"
"494","75-84","Female",2010-08-06,1213,2010,32,"England & Wales","75-84"
"495","85+","Male",2010-08-06,1018,2010,32,"England & Wales","85+"
"496","85+","Female",2010-08-06,1810,2010,32,"England & Wales","85+"
"497","Total","Male",2010-08-13,3982,2010,33,"England & Wales","Total"
"498","Total","Female",2010-08-13,4335,2010,33,"England & Wales","Total"
"499","Under 1 year","Male",2010-08-13,38,2010,33,"England & Wales","Under 1 year"
"500","Under 1 year","Female",2010-08-13,24,2010,33,"England & Wales","Under 1 year"
"501","01-14","Male",2010-08-13,6,2010,33,"England & Wales","01-14"
"502","01-14","Female",2010-08-13,14,2010,33,"England & Wales","01-14"
"503","15-44","Male",2010-08-13,213,2010,33,"England & Wales","15-44"
"504","15-44","Female",2010-08-13,114,2010,33,"England & Wales","15-44"
"505","45-64","Male",2010-08-13,635,2010,33,"England & Wales","45-64"
"506","45-64","Female",2010-08-13,451,2010,33,"England & Wales","45-64"
"507","65-74","Male",2010-08-13,801,2010,33,"England & Wales","65-74"
"508","65-74","Female",2010-08-13,585,2010,33,"England & Wales","65-74"
"509","75-84","Male",2010-08-13,1258,2010,33,"England & Wales","75-84"
"510","75-84","Female",2010-08-13,1220,2010,33,"England & Wales","75-84"
"511","85+","Male",2010-08-13,1031,2010,33,"England & Wales","85+"
"512","85+","Female",2010-08-13,1927,2010,33,"England & Wales","85+"
"513","Total","Male",2010-08-20,4149,2010,34,"England & Wales","Total"
"514","Total","Female",2010-08-20,4433,2010,34,"England & Wales","Total"
"515","Under 1 year","Male",2010-08-20,26,2010,34,"England & Wales","Under 1 year"
"516","Under 1 year","Female",2010-08-20,20,2010,34,"England & Wales","Under 1 year"
"517","01-14","Male",2010-08-20,8,2010,34,"England & Wales","01-14"
"518","01-14","Female",2010-08-20,12,2010,34,"England & Wales","01-14"
"519","15-44","Male",2010-08-20,169,2010,34,"England & Wales","15-44"
"520","15-44","Female",2010-08-20,111,2010,34,"England & Wales","15-44"
"521","45-64","Male",2010-08-20,683,2010,34,"England & Wales","45-64"
"522","45-64","Female",2010-08-20,461,2010,34,"England & Wales","45-64"
"523","65-74","Male",2010-08-20,852,2010,34,"England & Wales","65-74"
"524","65-74","Female",2010-08-20,573,2010,34,"England & Wales","65-74"
"525","75-84","Male",2010-08-20,1372,2010,34,"England & Wales","75-84"
"526","75-84","Female",2010-08-20,1232,2010,34,"England & Wales","75-84"
"527","85+","Male",2010-08-20,1039,2010,34,"England & Wales","85+"
"528","85+","Female",2010-08-20,2024,2010,34,"England & Wales","85+"
"529","Total","Male",2010-08-27,4227,2010,35,"England & Wales","Total"
"530","Total","Female",2010-08-27,4398,2010,35,"England & Wales","Total"
"531","Under 1 year","Male",2010-08-27,28,2010,35,"England & Wales","Under 1 year"
"532","Under 1 year","Female",2010-08-27,30,2010,35,"England & Wales","Under 1 year"
"533","01-14","Male",2010-08-27,11,2010,35,"England & Wales","01-14"
"534","01-14","Female",2010-08-27,2,2010,35,"England & Wales","01-14"
"535","15-44","Male",2010-08-27,193,2010,35,"England & Wales","15-44"
"536","15-44","Female",2010-08-27,85,2010,35,"England & Wales","15-44"
"537","45-64","Male",2010-08-27,684,2010,35,"England & Wales","45-64"
"538","45-64","Female",2010-08-27,476,2010,35,"England & Wales","45-64"
"539","65-74","Male",2010-08-27,872,2010,35,"England & Wales","65-74"
"540","65-74","Female",2010-08-27,590,2010,35,"England & Wales","65-74"
"541","75-84","Male",2010-08-27,1319,2010,35,"England & Wales","75-84"
"542","75-84","Female",2010-08-27,1212,2010,35,"England & Wales","75-84"
"543","85+","Male",2010-08-27,1120,2010,35,"England & Wales","85+"
"544","85+","Female",2010-08-27,2003,2010,35,"England & Wales","85+"
"545","Total","Male",2010-09-03,3762,2010,36,"England & Wales","Total"
"546","Total","Female",2010-09-03,3946,2010,36,"England & Wales","Total"
"547","Under 1 year","Male",2010-09-03,26,2010,36,"England & Wales","Under 1 year"
"548","Under 1 year","Female",2010-09-03,26,2010,36,"England & Wales","Under 1 year"
"549","01-14","Male",2010-09-03,7,2010,36,"England & Wales","01-14"
"550","01-14","Female",2010-09-03,6,2010,36,"England & Wales","01-14"
"551","15-44","Male",2010-09-03,159,2010,36,"England & Wales","15-44"
"552","15-44","Female",2010-09-03,90,2010,36,"England & Wales","15-44"
"553","45-64","Male",2010-09-03,623,2010,36,"England & Wales","45-64"
"554","45-64","Female",2010-09-03,422,2010,36,"England & Wales","45-64"
"555","65-74","Male",2010-09-03,765,2010,36,"England & Wales","65-74"
"556","65-74","Female",2010-09-03,527,2010,36,"England & Wales","65-74"
"557","75-84","Male",2010-09-03,1177,2010,36,"England & Wales","75-84"
"558","75-84","Female",2010-09-03,1139,2010,36,"England & Wales","75-84"
"559","85+","Male",2010-09-03,1005,2010,36,"England & Wales","85+"
"560","85+","Female",2010-09-03,1736,2010,36,"England & Wales","85+"
"561","Total","Male",2010-09-10,4346,2010,37,"England & Wales","Total"
"562","Total","Female",2010-09-10,4615,2010,37,"England & Wales","Total"
"563","Under 1 year","Male",2010-09-10,33,2010,37,"England & Wales","Under 1 year"
"564","Under 1 year","Female",2010-09-10,21,2010,37,"England & Wales","Under 1 year"
"565","01-14","Male",2010-09-10,11,2010,37,"England & Wales","01-14"
"566","01-14","Female",2010-09-10,11,2010,37,"England & Wales","01-14"
"567","15-44","Male",2010-09-10,210,2010,37,"England & Wales","15-44"
"568","15-44","Female",2010-09-10,112,2010,37,"England & Wales","15-44"
"569","45-64","Male",2010-09-10,716,2010,37,"England & Wales","45-64"
"570","45-64","Female",2010-09-10,460,2010,37,"England & Wales","45-64"
"571","65-74","Male",2010-09-10,906,2010,37,"England & Wales","65-74"
"572","65-74","Female",2010-09-10,633,2010,37,"England & Wales","65-74"
"573","75-84","Male",2010-09-10,1373,2010,37,"England & Wales","75-84"
"574","75-84","Female",2010-09-10,1311,2010,37,"England & Wales","75-84"
"575","85+","Male",2010-09-10,1097,2010,37,"England & Wales","85+"
"576","85+","Female",2010-09-10,2067,2010,37,"England & Wales","85+"
"577","Total","Male",2010-09-17,4307,2010,38,"England & Wales","Total"
"578","Total","Female",2010-09-17,4411,2010,38,"England & Wales","Total"
"579","Under 1 year","Male",2010-09-17,37,2010,38,"England & Wales","Under 1 year"
"580","Under 1 year","Female",2010-09-17,31,2010,38,"England & Wales","Under 1 year"
"581","01-14","Male",2010-09-17,13,2010,38,"England & Wales","01-14"
"582","01-14","Female",2010-09-17,8,2010,38,"England & Wales","01-14"
"583","15-44","Male",2010-09-17,215,2010,38,"England & Wales","15-44"
"584","15-44","Female",2010-09-17,105,2010,38,"England & Wales","15-44"
"585","45-64","Male",2010-09-17,746,2010,38,"England & Wales","45-64"
"586","45-64","Female",2010-09-17,460,2010,38,"England & Wales","45-64"
"587","65-74","Male",2010-09-17,885,2010,38,"England & Wales","65-74"
"588","65-74","Female",2010-09-17,591,2010,38,"England & Wales","65-74"
"589","75-84","Male",2010-09-17,1334,2010,38,"England & Wales","75-84"
"590","75-84","Female",2010-09-17,1200,2010,38,"England & Wales","75-84"
"591","85+","Male",2010-09-17,1077,2010,38,"England & Wales","85+"
"592","85+","Female",2010-09-17,2016,2010,38,"England & Wales","85+"
"593","Total","Male",2010-09-24,4258,2010,39,"England & Wales","Total"
"594","Total","Female",2010-09-24,4681,2010,39,"England & Wales","Total"
"595","Under 1 year","Male",2010-09-24,30,2010,39,"England & Wales","Under 1 year"
"596","Under 1 year","Female",2010-09-24,37,2010,39,"England & Wales","Under 1 year"
"597","01-14","Male",2010-09-24,14,2010,39,"England & Wales","01-14"
"598","01-14","Female",2010-09-24,5,2010,39,"England & Wales","01-14"
"599","15-44","Male",2010-09-24,227,2010,39,"England & Wales","15-44"
"600","15-44","Female",2010-09-24,90,2010,39,"England & Wales","15-44"
"601","45-64","Male",2010-09-24,685,2010,39,"England & Wales","45-64"
"602","45-64","Female",2010-09-24,446,2010,39,"England & Wales","45-64"
"603","65-74","Male",2010-09-24,828,2010,39,"England & Wales","65-74"
"604","65-74","Female",2010-09-24,627,2010,39,"England & Wales","65-74"
"605","75-84","Male",2010-09-24,1303,2010,39,"England & Wales","75-84"
"606","75-84","Female",2010-09-24,1348,2010,39,"England & Wales","75-84"
"607","85+","Male",2010-09-24,1171,2010,39,"England & Wales","85+"
"608","85+","Female",2010-09-24,2128,2010,39,"England & Wales","85+"
"609","Total","Male",2010-10-01,4198,2010,40,"England & Wales","Total"
"610","Total","Female",2010-10-01,4557,2010,40,"England & Wales","Total"
"611","Under 1 year","Male",2010-10-01,43,2010,40,"England & Wales","Under 1 year"
"612","Under 1 year","Female",2010-10-01,25,2010,40,"England & Wales","Under 1 year"
"613","01-14","Male",2010-10-01,10,2010,40,"England & Wales","01-14"
"614","01-14","Female",2010-10-01,13,2010,40,"England & Wales","01-14"
"615","15-44","Male",2010-10-01,185,2010,40,"England & Wales","15-44"
"616","15-44","Female",2010-10-01,97,2010,40,"England & Wales","15-44"
"617","45-64","Male",2010-10-01,676,2010,40,"England & Wales","45-64"
"618","45-64","Female",2010-10-01,484,2010,40,"England & Wales","45-64"
"619","65-74","Male",2010-10-01,837,2010,40,"England & Wales","65-74"
"620","65-74","Female",2010-10-01,603,2010,40,"England & Wales","65-74"
"621","75-84","Male",2010-10-01,1319,2010,40,"England & Wales","75-84"
"622","75-84","Female",2010-10-01,1245,2010,40,"England & Wales","75-84"
"623","85+","Male",2010-10-01,1128,2010,40,"England & Wales","85+"
"624","85+","Female",2010-10-01,2090,2010,40,"England & Wales","85+"
"625","Total","Male",2010-10-08,4421,2010,41,"England & Wales","Total"
